metric,value
artists_with_complete_f2_data,37.0
pearson_r,-0.16341959975832634
r_squared,0.026705965585171576
pearson_p,0.3338229030524783
spearman_rho,-0.19949579068322437
spearman_p,0.236499930832634
kruskal_h,2.2340740740740848
kruskal_p,0.5252680618777028
mean_top5_share,56.060810810810814
mean_events_last_year,1.2702702702702702
