artist_name,track_name,rank,playcount
Queen,Under Pressure,13,6927872
Queen,Somebody to Love,14,6531671
Queen,Crazy Little Thing Called Love,15,5616177
Queen,Somebody To Love - Remastered 2011,16,6176308
Queen,The Show Must Go On,17,5902159
Queen,Crazy Little Thing Called Love - Remastered 2011,18,5381810
Queen,We Will Rock You - Remastered 2011,19,4156252
Queen,Good Old-Fashioned Lover Boy - Remastered 2011,20,8451882
System of a Down,Chop Suey!,1,34299634
System of a Down,Toxicity,2,28677942
System of a Down,Lonely Day,3,24994880
System of a Down,Aerials,4,22194569
System of a Down,B.Y.O.B.,5,17799704
System of a Down,Sugar,6,15061169
System of a Down,Hypnotize,7,11045605
System of a Down,ATWA,8,10411598
System of a Down,Prison Song,9,10222715
System of a Down,Violent Pornography,10,11239098
System of a Down,Deer Dance,11,9241412
System of a Down,Cigaro,12,9708458
System of a Down,Radio/Video,13,9311042
System of a Down,Question!,14,8235842
System of a Down,Forest,15,7222051
System of a Down,Spiders,16,7909818
System of a Down,Needles,17,6919827
System of a Down,Psycho,18,6673793
System of a Down,I-E-A-I-A-I-O,19,8110809
System of a Down,Bounce,20,6651933
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,1,25796383
Post Malone,Circles,2,21727243
Post Malone,rockstar (feat. 21 Savage),3,12888544
Post Malone,Congratulations,4,10958522
Post Malone,Better Now,5,12290054
Post Malone,Wow.,6,10414300
Post Malone,White Iverson,7,8625917
Post Malone,I Like You (A Happier Song) (with Doja Cat),8,7938849
Post Malone,I Fall Apart,9,7692664
Post Malone,Goodbyes (feat. Young Thug),10,9001139
Post Malone,Psycho (feat. Ty Dolla $ign),11,7488529
Post Malone,I Had Some Help (feat. Morgan Wallen),12,7448468
Post Malone,One Right Now (with The Weeknd),13,6505921
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),14,7112627
Post Malone,Go Flex,15,6550069
Post Malone,Stay,16,7156469
Post Malone,Candy Paint,17,5462607
Post Malone,Hollywood's Bleeding,18,6793488
Post Malone,Chemical,19,6531655
Post Malone,Feeling Whitney,20,5264658
Eminem,Without Me,1,20920820
Eminem,The Real Slim Shady,2,17941912
Eminem,Lose Yourself,3,13863044
Eminem,Mockingbird,4,14629503
Eminem,Stan,5,13035567
Eminem,Love the Way You Lie,6,11954693
Eminem,My Name Is,7,7743529
Eminem,Not Afraid,8,10825998
Eminem,Superman,9,10600525
Eminem,Sing for the Moment,10,7960169
Eminem,The Monster,11,7741642
Eminem,The Way I Am,12,7049906
Eminem,Godzilla (feat. Juice WRLD),13,10945586
Eminem,Rap God,14,7265187
Eminem,Till I Collapse,15,6681259
Eminem,'Till I Collapse,16,5624905
Eminem,Cleanin' Out My Closet,17,4987092
Eminem,Like Toy Soldiers,18,4741753
Eminem,Just Lose It,19,4421133
Eminem,Houdini,20,6805826
Panic! at the Disco,I Write Sins Not Tragedies,1,22146382
Panic! at the Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,2,15759393
Panic! at the Disco,But It's Better If You Do,3,9727959
Panic! at the Disco,High Hopes,4,9381770
Panic! at the Disco,The Only Difference Between Martyrdom and Suicide Is Press Coverage,5,9267464
Panic! at the Disco,"Build God, Then We'll Talk",6,10381065
Panic! at the Disco,House of Memories,7,8344863
Panic! at the Disco,The Ballad of Mona Lisa,8,8683411
Panic! at the Disco,Camisado,9,7812361
Panic! at the Disco,Time to Dance,10,7677844
Panic! at the Disco,London Beckoned Songs About Money Written by Machines,11,6220309
Panic! at the Disco,I Constantly Thank God for Esteban,12,5581999
Panic! at the Disco,Death of a Bachelor,13,5776561
Panic! at the Disco,Emperor's New Clothes,14,5790166
Panic! at the Disco,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",15,6300419
Panic! at the Disco,New Perspective,16,7397762
Panic! at the Disco,"Nails for Breakfast, Tacks for Snacks",17,5682226
Panic! at the Disco,Don't Threaten Me with a Good Time,18,5613925
Panic! at the Disco,This Is Gospel,19,5067962
Panic! at the Disco,Introduction,20,4174946
Hozier,Take Me to Church,1,27693570
Hozier,Too Sweet,2,20331680
Hozier,Work Song,3,13230617
Hozier,Like Real People Do,4,13635244
Hozier,Someone New,5,10764410
Hozier,From Eden,6,9098321
Hozier,Cherry Wine - Live,7,9977726
Hozier,Would That I,8,9568871
Hozier,Jackie and Wilson,9,8218854
Hozier,Almost (Sweet Music),10,7161075
Hozier,Eat Your Young,11,7580893
Hozier,Movement,12,5392083
Hozier,Arsonist's Lullabye,13,3517071
Hozier,Shrike,14,4083670
Hozier,"Wasteland, Baby!",15,5227226
Hozier,It Will Come Back,16,3441123
Hozier,Sedated,17,3186530
Hozier,Francesca,18,5896268
Hozier,Unknown / Nth,19,5151756
Hozier,Angel of Small Death & the Codeine Scene,20,3424926
Sade,Smooth Operator - Single Version,1,10580538
Sade,Kiss Of Life,2,11844899
Sade,Like a Tattoo,3,14311369
Sade,No Ordinary Love,4,5834245
Sade,Paradise,5,5157202
Sade,Is It a Crime,6,5837639
Sade,Your Love Is King,7,4132842
Sade,By Your Side,8,4137370
Sade,The Sweetest Taboo,9,3998593
Sade,Smooth Operator,10,3456103
Sade,Cherish the Day,11,3953229
Sade,Pearls,12,4317718
Sade,Hang On to Your Love,13,2615775
Sade,Nothing Can Come Between Us,14,2150558
Sade,Lovers Rock,15,2245784
Sade,I Couldn't Love You More,16,2069963
Sade,Jezebel,17,1829221
Sade,Love Is Stronger Than Pride,18,1693816
Sade,Be That Easy,19,1803658
Sade,Never as Good as the First Time,20,1618653
Black Eyed Peas,I Gotta Feeling,1,16017820
Black Eyed Peas,Pump It,2,11312820
Black Eyed Peas,Meet Me Halfway,3,15641388
Black Eyed Peas,Boom Boom Pow,4,7533629
Black Eyed Peas,My Humps,5,5927999
Black Eyed Peas,Rock That Body,6,8667417
Black Eyed Peas,Where Is the Love?,7,5266895
Black Eyed Peas,Just Can’t Get Enough,8,6474292
Black Eyed Peas,Imma Be,9,4842571
Black Eyed Peas,Don't Phunk with My Heart,10,3525686
Black Eyed Peas,Shut Up,11,3212833
Black Eyed Peas,The Time (Dirty Bit),12,2783637
Black Eyed Peas,Don't Lie,13,2575896
Black Eyed Peas,Hey Mama,14,2194303
Black Eyed Peas,Let's Get It Started - Spike Mix,15,2017299
Black Eyed Peas,GIRL LIKE ME,16,2573214
Black Eyed Peas,Let's Get It Started,17,1871879
Black Eyed Peas,Let's Get Retarded,18,1341340
Black Eyed Peas,RITMO (Bad Boys For Life),19,1589773
Black Eyed Peas,Where Is the Love,20,1420997
Djo,End of Beginning,1,33281036
Djo,Chateau (Feel Alright),2,6882852
Djo,Roddy,3,4809394
Djo,Basic Being Basic,4,3569363
Djo,Delete Ya,5,2865284
Djo,Change,6,2882421
Djo,Gloom,7,2401322
Djo,Charlie's Garden,8,1494178
Djo,I Want Your Video,9,1705505
Djo,Potion,10,1658385
Djo,Figure You Out,11,1811926
Djo,Personal Lies,12,1535121
Djo,Fool,13,1619756
Djo,Mortal Projections,14,1420730
Djo,Lonesome Is a State of Mind,15,1203962
Djo,Slither,16,1182365
Djo,Link,17,1055928
Djo,Runner,18,1041443
Djo,On and On,19,1165576
Djo,Half Life,20,1079995
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),1,17826303
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),2,21694146
Metro Boomin,Trance (with Travis Scott & Young Thug),3,20086744
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],4,14958753
Metro Boomin,Space Cadet (feat. Gunna),5,10707699
Metro Boomin,Overdue (with Travis Scott),6,13120755
Metro Boomin,Around Me (feat. Don Toliver),7,11118492
Metro Boomin,10 Freaky Girls (with 21 Savage),8,9120136
Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",9,8227250
Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],10,8686717
Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],11,8407639
Metro Boomin,Raindrops (Insane) [with Travis Scott],12,7728697
Metro Boomin,Feel the Fiyaaaah (with A$AP Rocky & feat. Takeoff),13,6482031
Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",14,5316535
Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",15,4920704
Metro Boomin,Umbrella (with 21 Savage & Young Nudy),16,5260607
Metro Boomin,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),17,6254753
Metro Boomin,Metro Spider (with Young Thug),18,6510059
Metro Boomin,Don't Come Out The House (with 21 Savage),19,3767865
Metro Boomin,On Time (with John Legend),20,3618591
Daft Punk,One More Time,1,18706556
Daft Punk,"Harder, Better, Faster, Stronger",2,15893949
Daft Punk,Around the World,3,10963278
Daft Punk,Something About Us,4,14636165
Daft Punk,Digital Love,5,12955094
Daft Punk,Aerodynamic,6,9731040
Daft Punk,Veridis Quo,7,9531327
Daft Punk,Voyager,8,7699770
Daft Punk,Face to Face,9,8332307
Daft Punk,Instant Crush (feat. Julian Casablancas),10,14335496
Daft Punk,Da Funk,11,5833802
Daft Punk,Technologic,12,5828619
Daft Punk,Crescendolls,13,6001309
Daft Punk,Robot Rock,14,5460203
Daft Punk,Give Life Back to Music,15,6478288
Daft Punk,Nightvision,16,4721680
Daft Punk,High Life,17,4837245
Daft Punk,Giorgio by Moroder,18,5738291
Daft Punk,Superheroes,19,4759402
Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],20,4028618
Baby Keem,family ties (with Kendrick Lamar),1,28445113
Baby Keem,ORANGE SODA,2,16933799
Baby Keem,HONEST,3,16702810
Baby Keem,16,4,18334312
Baby Keem,trademark usa,5,9153764
Baby Keem,vent,6,6339865
Baby Keem,lost souls (with Brent Faiyaz),7,5813188
Baby Keem,durag activity (with Travis Scott),8,5230405
Baby Keem,highway 95,9,3850135
Baby Keem,range brothers (with Kendrick Lamar),10,5598201
Baby Keem,STATS,11,6197468
Baby Keem,The Hillbillies,12,4818566
Baby Keem,hooligan,13,4398936
Baby Keem,Baby Keem,14,3182764
Baby Keem,scapegoats,15,2623305
Baby Keem,first order of business,16,2960428
Baby Keem,booman,17,2925965
Baby Keem,pink panties,18,2438001
Baby Keem,issues,19,2593259
Baby Keem,MOSHPIT,20,2411254
RAYE,Escapism.,1,13374403
RAYE,WHERE IS MY HUSBAND!,2,9694054
RAYE,Worth It.,3,3183242
RAYE,Oscar Winning Tears.,4,4394642
RAYE,Escapism. - Sped Up,5,2924033
RAYE,The Thrill Is Gone.,6,1534674
RAYE,Hard Out Here.,7,1750150
RAYE,Flip a Switch.,8,1729506
RAYE,Black Mascara.,9,1733562
RAYE,Ice Cream Man.,10,939383
RAYE,Five Star Hotels. (feat. Mahalia),11,1008594
RAYE,Genesis.,12,743635
RAYE,Mary Jane.,13,624221
RAYE,Introduction.,14,448055
RAYE,Regardless,15,768892
RAYE,Body Dysmorphia.,16,603570
RAYE,Nightingale Lane.,17,357838
RAYE,"Genesis, Pt. ii",18,823664
RAYE,Environmental Anxiety.,19,504232
RAYE,Buss It Down.,20,475125
Cigarettes After Sex,Apocalypse,1,41518712
Cigarettes After Sex,Sunsetz,2,25491564
Cigarettes After Sex,K.,3,25909529
Cigarettes After Sex,Cry,4,24485842
Cigarettes After Sex,Sweet,5,20123025
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,6,14255231
Cigarettes After Sex,Heavenly,7,14211606
Cigarettes After Sex,Touch,8,8569274
Cigarettes After Sex,John Wayne,9,8960740
Cigarettes After Sex,You're All I Want,10,6505942
Cigarettes After Sex,Falling in Love,11,7232457
Cigarettes After Sex,Each Time You Fall in Love,12,6595989
Cigarettes After Sex,Crush,13,5276331
Cigarettes After Sex,Opera House,14,5629217
Cigarettes After Sex,Pistol,15,5223973
Cigarettes After Sex,Don't Let Me Go,16,4681298
Cigarettes After Sex,Keep On Loving You,17,4736572
Cigarettes After Sex,Affection,18,4628187
Cigarettes After Sex,Sesame Syrup,19,4739447
Cigarettes After Sex,Kiss It Off Me,20,4561179
The Killers,Mr. Brightside,1,49873196
The Killers,Somebody Told Me,2,29675207
The Killers,When You Were Young,3,22694140
The Killers,All These Things That I've Done,4,15612584
The Killers,Smile Like You Mean It,5,13768095
The Killers,Human,6,14310183
The Killers,Read My Mind,7,12368479
The Killers,Jenny Was a Friend of Mine,8,9574410
The Killers,On Top,9,5997966
The Killers,Spaceman,10,8285922
The Killers,"Andy, You're a Star",11,5690918
The Killers,Bones,12,6938741
The Killers,Midnight Show,13,4762558
The Killers,For Reasons Unknown,14,6477338
The Killers,Believe Me Natalie,15,4442732
The Killers,Change Your Mind,16,4772885
The Killers,Sam's Town,17,4975275
The Killers,Everything Will Be Alright,18,3763529
The Killers,Enterlude,19,3989628
The Killers,A Dustland Fairytale,20,4563816
Pierce the Veil,King for a Day,1,20825885
Pierce the Veil,A Match Into Water,2,13547187
Pierce the Veil,Bulls in the Bronx,3,11742928
Pierce the Veil,Caraphernelia,4,11623566
Pierce the Veil,Hell Above,5,10843529
Pierce the Veil,So Far So Fake,6,7024344
Pierce the Veil,Bulletproof Love,7,7479596
Pierce the Veil,Hold On Till May,8,8487849
Pierce the Veil,Circles,9,6772162
Pierce the Veil,Pass the Nirvana,10,6032961
Pierce the Veil,One Hundred Sleepless Nights,11,5608332
Pierce the Veil,I'm Low on Gas and You Need a Jacket,12,5763367
Pierce the Veil,Besitos,13,6321318
Pierce the Veil,Props & Mayhem,14,4656040
Pierce the Veil,Yeah Boy and Doll Face,15,5143511
Pierce the Veil,Disasterology,16,5911844
Pierce the Veil,I Don't Care If You're Contagious,17,6018618
Pierce the Veil,Emergency Contact,18,4994798
Pierce the Veil,Floral & Fading,19,4828724
Pierce the Veil,Today I Saw the Whole World,20,4140755
Madonna,Hung Up,1,15842734
Madonna,Like a Prayer,2,11724712
Madonna,Material Girl,3,8548653
Madonna,Like a Virgin,4,6762103
Madonna,La Isla Bonita,5,7660321
Madonna,Vogue,6,7716233
Madonna,Frozen,7,7178926
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),8,5100229
Madonna,Sorry,9,6723022
Madonna,Into the Groove,10,4353322
Madonna,Holiday,11,3784929
Madonna,Papa Don't Preach,12,4181039
Madonna,Ray of Light,13,5202764
Madonna,Music,14,4045863
Madonna,Jump,15,3981691
Madonna,Lucky Star,16,2547340
Madonna,Get Together,17,4106745
Madonna,Express Yourself,18,2913950
Madonna,Die Another Day,19,2973300
Madonna,Borderline,20,2505077
Justin Timberlake,Rock Your Body,1,14838107
Justin Timberlake,SexyBack (feat. Timbaland),2,11077269
Justin Timberlake,Mirrors,3,13511239
Justin Timberlake,Cry Me a River,4,9784261
Justin Timberlake,My Love (feat. T.I.),5,8076196
Justin Timberlake,SexyBack,6,3913736
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),7,4829236
Justin Timberlake,Summer Love,8,3842057
Justin Timberlake,"CAN'T STOP THE FEELING! (From DreamWorks Animation's ""Trolls"")",9,2442431
Justin Timberlake,Like I Love You,10,2640421
Justin Timberlake,Señorita,11,2392295
Justin Timberlake,My Love,12,2543331
Justin Timberlake,"Can't Stop the Feeling! (Original Song from Dreamworks Animation's ""Trolls"")",13,2851163
Justin Timberlake,Suit & Tie (feat. Jay-Z),14,2820625
Justin Timberlake,Losing My Way,15,1847274
Justin Timberlake,What Goes Around.../...Comes Around Interlude,16,1764146
Justin Timberlake,Pusher Love Girl,17,1430545
Justin Timberlake,Suit & Tie,18,1421220
Justin Timberlake,(Another Song) All Over Again,19,986152
Justin Timberlake,Not a Bad Thing,20,1470129
Pink Floyd,Wish You Were Here,1,25762488
Pink Floyd,Comfortably Numb,2,19046611
Pink Floyd,Money,3,15038733
Pink Floyd,The Great Gig in the Sky,4,15753746
Pink Floyd,Time,5,17255469
Pink Floyd,Us and Them,6,11344325
Pink Floyd,Brain Damage,7,11437350
Pink Floyd,Hey You,8,10828357
Pink Floyd,Breathe (In the Air),9,12678315
Pink Floyd,Eclipse,10,9122737
Pink Floyd,On the Run,11,7947293
Pink Floyd,"Another Brick in the Wall, Pt. 2",12,8268666
Pink Floyd,Any Colour You Like,13,8448227
Pink Floyd,Have a Cigar,14,8599645
Pink Floyd,Young Lust,15,6322269
Pink Floyd,The Happiest Days of Our Lives,16,5671449
Pink Floyd,Goodbye Blue Sky,17,5679050
Pink Floyd,Mother,18,5648950
Pink Floyd,Welcome to the Machine,19,5599009
Pink Floyd,Speak to Me,20,4936803
Marina,Bubblegum Bitch,1,15345870
Marina,Primadonna,2,12257407
Marina,Oh No!,3,10148438
Marina,How to Be a Heartbreaker,4,7544481
Marina,Are You Satisfied?,5,8324051
Marina,Teen Idle,6,6125791
Marina,Hermit the Frog,7,5130791
Marina,Ancient Dreams in a Modern Land,8,5417802
Marina,Seventeen,9,2987271
Marina,Venus Fly Trap,10,4256307
Marina,Man's World,11,3037752
Marina,CUNTISSIMO,12,3967837
Marina,Purge the Poison,13,3541937
Marina,Girls,14,2189660
Marina,Homewrecker,15,2334030
Marina,I Am Not a Robot,16,2264941
Marina,Lies,17,2088148
Marina,The Family Jewels,18,2057637
Marina,Froot,19,3220448
Marina,Starring Role,20,1941093
Fall Out Boy,"Dance, Dance",1,21360854
Fall Out Boy,Thnks fr th Mmrs,2,19591768
Fall Out Boy,"Sugar, We're Goin Down",3,15369456
Fall Out Boy,"This Ain't a Scene, It's an Arms Race",4,11549557
Fall Out Boy,Centuries,5,10611007
Fall Out Boy,My Songs Know What You Did in the Dark (Light Em Up),6,9559711
Fall Out Boy,Immortals,7,6540854
Fall Out Boy,I Don't Care,8,7031978
Fall Out Boy,"A Little Less Sixteen Candles, a Little More ""Touch Me""",9,6153045
Fall Out Boy,The Phoenix,10,6805790
Fall Out Boy,Nobody Puts Baby in the Corner,11,5298037
Fall Out Boy,Uma Thurman,12,4669463
Fall Out Boy,I'm Like a Lawyer With the Way I'm Always Trying to Get You Off (Me & You),13,5333525
Fall Out Boy,Hum Hallelujah,14,4563711
Fall Out Boy,Dead on Arrival,15,3664310
Fall Out Boy,Thriller,16,3877439
Fall Out Boy,Bang the Doldrums,17,5332493
Fall Out Boy,Of All the Gin Joints in All the World,18,4096457
Fall Out Boy,The Carpal Tunnel of Love,19,4303765
Fall Out Boy,Our Lawyer Made Us Change the Name of This Song So We Wouldn't Get Sued,20,3803926
LE SSERAFIM,CRAZY,1,19569361
LE SSERAFIM,ANTIFRAGILE,2,24515629
LE SSERAFIM,Perfect Night,3,17979563
LE SSERAFIM,"Eve, Psyche & The Bluebeard’s wife",4,13271126
LE SSERAFIM,Smart,5,12297697
LE SSERAFIM,EASY,6,11922328
LE SSERAFIM,Sour Grapes,7,11402329
LE SSERAFIM,FEARLESS,8,11670280
LE SSERAFIM,Impurities,9,11186268
LE SSERAFIM,UNFORGIVEN (feat. Nile Rodgers),10,10360331
LE SSERAFIM,SPAGHETTI,11,38143835
LE SSERAFIM,FEARLESS (2023 ver.),12,3380514
LE SSERAFIM,1-800-hot-n-fun,13,6987069
LE SSERAFIM,Blue Flame,14,8471558
LE SSERAFIM,HOT,15,7960309
LE SSERAFIM,Blue Flame (2023 ver.),16,3428316
LE SSERAFIM,Good Parts (when the quality is bad but I am),17,5278135
LE SSERAFIM,Come Over,18,4389116
LE SSERAFIM,Pierrot,19,4200462
LE SSERAFIM,No Celestial,20,4650857
ABBA,Dancing Queen,1,20825950
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2,12976995
ABBA,Mamma Mia,3,9924498
ABBA,The Winner Takes It All,4,12059309
ABBA,Lay All Your Love on Me,5,11686097
ABBA,Take a Chance on Me,6,6877473
ABBA,Waterloo,7,7097171
ABBA,"Money, Money, Money",8,6340860
ABBA,Super Trouper,9,6089576
ABBA,Chiquitita,10,6447758
ABBA,Fernando,11,4599963
ABBA,Voulez-Vous,12,5128350
ABBA,"Knowing Me, Knowing You",13,3822062
ABBA,Angeleyes,14,5671448
ABBA,Slipping Through My Fingers,15,4933665
ABBA,SOS,16,4161570
ABBA,Does Your Mother Know,17,3758793
ABBA,I Have a Dream,18,2371676
ABBA,Thank You for the Music,19,2582873
ABBA,One of Us,20,2362290
The Cranberries,Zombie,1,21191048
The Cranberries,Linger,2,32151234
The Cranberries,Dreams,3,14290565
The Cranberries,Sunday,4,9802827
The Cranberries,Ode to My Family,5,5585540
The Cranberries,When You're Gone,6,4605108
The Cranberries,Animal Instinct,7,3418689
The Cranberries,Just My Imagination,8,2520937
The Cranberries,I Still Do,9,2151275
The Cranberries,Salvation,10,2238400
The Cranberries,I Can't Be with You,11,2059208
The Cranberries,Zombie - 2025 Remastered,12,1697266
The Cranberries,Pretty,13,1947280
The Cranberries,Promises,14,1998709
The Cranberries,Ridiculous Thoughts,15,1562460
The Cranberries,Put Me Down,16,1608017
The Cranberries,Wanted,17,1227932
The Cranberries,Dreaming My Dreams,18,1164569
The Cranberries,Empty,19,1280895
The Cranberries,Twenty One,20,1109182
Brent Faiyaz,Clouded,1,16248335
Brent Faiyaz,Best Time,2,10785123
Brent Faiyaz,Trust,3,10919353
Brent Faiyaz,All Mine,4,11791831
Brent Faiyaz,Poison,5,10491085
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",6,10331373
Brent Faiyaz,Forever Yours,7,8838676
Brent Faiyaz,Dead Man Walking,8,9398140
Brent Faiyaz,Been Away,9,10000801
Brent Faiyaz,Upset (feat. Tommy Richman & FELIX!),10,5561824
Brent Faiyaz,JACKIE BROWN,11,6250416
Brent Faiyaz,Rehab (Winter In Paris),12,7258010
Brent Faiyaz,ROLE MODEL,13,5450486
Brent Faiyaz,Rolling Stone,14,5067954
Brent Faiyaz,Outside All Night (feat. A$AP Rocky & N3WYRKLA),15,3634332
Brent Faiyaz,Fuck the World (Summer in London),16,4943331
Brent Faiyaz,WY@,17,3468034
Brent Faiyaz,Gang Over Luv,18,3848124
Brent Faiyaz,Paper Soldier (feat. Joony),19,3759387
Brent Faiyaz,Addictions (feat. Tre' Amani),20,3660785
KATSEYE,Gabriela,1,16754543
KATSEYE,Touch,2,15226872
KATSEYE,Gnarly,3,19885962
KATSEYE,Debut,4,9450855
KATSEYE,Gameboy,5,7187290
KATSEYE,M.I.A,6,6321404
KATSEYE,Internet Girl,7,3198207
KATSEYE,Mean Girls,8,3295188
KATSEYE,My Way,9,2976011
KATSEYE,Tonight I Might,10,2297439
KATSEYE,Gnarly - Ice Spice Remix,11,1363060
KATSEYE,Touch (ft. YEONJUN of TOMORROW X TOGETHER),12,1643061
KATSEYE,I'm Pretty,13,1521911
KATSEYE,Gabriela (with Young Miko) - Young Miko Remix,14,604901
KATSEYE,"Flame (from the Netflix Series ""Jentry Chau vs the Underworld"")",15,707487
KATSEYE,Gnarly - Clean Edit,16,666763
KATSEYE,M.I.A - VALORANT Game Changers Version,17,255223
KATSEYE,Time Lapse,18,283202
KATSEYE,Touch (Holiday Version),19,103567
KATSEYE,Gnarly - Extended Version,20,73723
The Smashing Pumpkins,1979 - Remastered 2012,1,17159952
The Smashing Pumpkins,1979,2,7331380
The Smashing Pumpkins,Today,3,6782502
The Smashing Pumpkins,Bullet With Butterfly Wings - remastered 2012,4,9542093
The Smashing Pumpkins,Bullet With Butterfly Wings,5,4803180
The Smashing Pumpkins,Today - 2011 Remaster,6,7448997
The Smashing Pumpkins,"Tonight, Tonight",7,4260113
The Smashing Pumpkins,Perfect,8,5064262
The Smashing Pumpkins,Zero - Remastered 2012,9,7669549
The Smashing Pumpkins,Disarm,10,4235616
The Smashing Pumpkins,"Tonight, Tonight - Remastered 2012",11,5483416
The Smashing Pumpkins,Zero,12,3881223
The Smashing Pumpkins,Luna - 2011 Remaster,13,6864611
The Smashing Pumpkins,Cherub Rock,14,3314544
The Smashing Pumpkins,Ava Adore,15,3743538
The Smashing Pumpkins,Drown,16,3396085
The Smashing Pumpkins,Cupid De Locke - Remastered 2012,17,4616631
The Smashing Pumpkins,Mayonaise - 2011 Remaster,18,5565019
The Smashing Pumpkins,Disarm - 2011 Remaster,19,2816660
The Smashing Pumpkins,Cherub Rock - 2011 Remaster,20,2832800
TWICE,FANCY,1,18950196
TWICE,The Feels,2,16929903
TWICE,I CAN'T STOP ME,3,12082559
TWICE,Feel Special,4,13559994
TWICE,What is Love?,5,6688507
TWICE,TT,6,8623806
TWICE,LIKEY,7,8700448
TWICE,Talk that Talk,8,13051446
TWICE,What Is Love,9,8649822
TWICE,Alcohol-Free,10,10158912
TWICE,YES or YES,11,7168565
TWICE,CRY FOR ME,12,7961754
TWICE,CHEER UP,13,6649129
TWICE,Dance the Night Away,14,6402480
TWICE,MOONLIGHT SUNRISE,15,11445713
TWICE,Strategy (feat. Megan Thee Stallion),16,8296173
TWICE,Strategy,17,4665968
TWICE,SIGNAL,18,6311349
TWICE,MORE & MORE,19,6994240
TWICE,Like OOH-AHH,20,5242905
Muse,Supermassive Black Hole,1,35069360
Muse,Starlight,2,22581516
Muse,Hysteria,3,23583163
Muse,Time Is Running Out,4,19125004
Muse,Uprising,5,17897318
Muse,Knights of Cydonia,6,15770178
Muse,Plug In Baby,7,14164054
Muse,Stockholm Syndrome,8,10943093
Muse,Feeling Good,9,9597697
Muse,Undisclosed Desires,10,12597602
Muse,Map of the Problematique,11,11017277
Muse,New Born,12,9439261
Muse,Sing for Absolution,13,7328765
Muse,Bliss,14,8575014
Muse,Apocalypse Please,15,6415864
Muse,Take a Bow,16,6782277
Muse,Madness,17,8622502
Muse,Invincible,18,7098572
Muse,Resistance,19,8570320
Muse,Falling Away With You,20,5575845
David Guetta,Titanium (feat. Sia),1,10166982
David Guetta,Memories (feat. Kid Cudi),2,10880604
David Guetta,Sexy Bitch (feat. Akon),3,9406480
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),4,6060955
David Guetta,I'm Good (Blue),5,8294505
David Guetta,Without You (feat. Usher),6,3852435
David Guetta,Turn Me On (feat. Nicki Minaj),7,4885160
David Guetta,When Love Takes Over (feat. Kelly Rowland),8,4209430
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",9,3359808
David Guetta,Who's That Chick? (feat. Rihanna),10,3931005
David Guetta,Play Hard (feat. Ne-Yo & Akon),11,2900713
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],12,3262180
David Guetta,Bad (feat. Vassy) - radio edit,13,2611111
David Guetta,Lovers on the Sun (feat. Sam Martin),14,2955538
David Guetta,Dangerous (feat. Sam Martin),15,2737064
David Guetta,Baby Don't Hurt Me,16,2112221
David Guetta,Say My Name,17,2320586
David Guetta,2U (feat. Justin Bieber),18,2231960
David Guetta,I Don't Wanna Wait,19,1790365
David Guetta,Love Is Gone,20,1404022
Kesha,Tik Tok,1,11483280
Kesha,Your Love Is My Drug,2,5711337
Kesha,Take It Off,3,6557781
Kesha,We R Who We R,4,5457948
Kesha,Die Young,5,4939726
Kesha,Blow,6,3765165
Kesha,Kiss n Tell,7,1675064
Kesha,Backstabber,8,1870175
Kesha,Hungover,9,1474633
Kesha,Party at a Rich Dude's House,10,1506036
Kesha,Blind,11,1575348
Kesha,Dinosaur,12,1328532
Kesha,Dancing with Tears in My Eyes,13,1676636
Kesha,Animal,14,1489001
Kesha,Stephen,15,1284090
Kesha,Cannibal,16,2434936
Kesha,Blah Blah Blah (feat. 3OH!3),17,2231353
Kesha,Boots & Boys,18,1065251
Kesha,C'mon,19,2588050
Kesha,Crazy Kids,20,2246355
Pitbull,Hotel Room Service,1,8312928
Pitbull,Timber,2,7550388
Pitbull,Time of Our Lives,3,9914064
