country,artist_name,rank,listeners_in_country,artist_norm
Peru,Lana Del Rey,39,2131,lana del rey
Peru,KAROL G,40,2110,karol g
Peru,Kendrick Lamar,41,2039,kendrick lamar
Peru,TWICE,42,2025,twice
Peru,The Marías,43,1986,the marías
Peru,Plan B,44,1964,plan b
Peru,Milo j,45,1954,milo j
Peru,The Strokes,46,1927,the strokes
Peru,Maroon 5,47,1926,maroon 5
Peru,Charli xcx,48,1891,charli xcx
Peru,BLACKPINK,49,1887,blackpink
Peru,Feid,50,1880,feid
Poland,Taco Hemingway,1,15255,taco hemingway
Poland,PinkPantheress,2,13766,pinkpantheress
Poland,A$AP Rocky,3,13695,a$ap rocky
Poland,Rihanna,4,13681,rihanna
Poland,Charli xcx,5,13186,charli xcx
Poland,Lady Gaga,6,12988,lady gaga
Poland,Kanye West,7,12967,kanye west
Poland,Lana Del Rey,8,12387,lana del rey
Poland,Gorillaz,9,12303,gorillaz
Poland,Tame Impala,10,12227,tame impala
Poland,The Weeknd,11,11878,the weeknd
Poland,Radiohead,12,11518,radiohead
Poland,Linkin Park,13,11090,linkin park
Poland,Kendrick Lamar,14,11062,kendrick lamar
Poland,Mata,15,10615,mata
Poland,Quebonafide,16,10168,quebonafide
Poland,Arctic Monkeys,17,10065,arctic monkeys
Poland,Kaz Bałagane,18,9938,kaz bałagane
Poland,Otsochodzi,19,9920,otsochodzi
Poland,Sentino,20,9632,sentino
Poland,Billie Eilish,21,9440,billie eilish
Poland,Taylor Swift,22,9326,taylor swift
Poland,The Neighbourhood,23,9324,the neighbourhood
Poland,Drake,24,9320,drake
Poland,PRO8L3M,25,9278,pro8l3m
Poland,"Tyler, The Creator",26,9122,"tyler, the creator"
Poland,Travis Scott,27,8810,travis scott
Poland,Pezet,28,8477,pezet
Poland,Dawid Podsiadło,29,8436,dawid podsiadło
Poland,David Guetta,30,8428,david guetta
Poland,Future,31,8426,future
Poland,Playboi Carti,32,8354,playboi carti
Poland,Twenty One Pilots,33,8337,twenty one pilots
Poland,Harry Styles,34,8335,harry styles
Poland,Fleetwood Mac,35,8324,fleetwood mac
Poland,malik montana,36,8312,malik montana
Poland,Don Toliver,37,8253,don toliver
Poland,Bad Bunny,38,8233,bad bunny
Poland,Oki,39,8177,oki
Poland,Żabson,40,8103,żabson
Poland,Bedoes 2115,41,8096,bedoes 2115
Poland,sombr,42,8087,sombr
Poland,Ariana Grande,43,7971,ariana grande
Poland,Calvin Harris,44,7943,calvin harris
Poland,Myslovitz,45,7804,myslovitz
Poland,Mitski,46,7802,mitski
Poland,Deftones,47,7658,deftones
Poland,Lil Uzi Vert,48,7626,lil uzi vert
Poland,Pitbull,49,7541,pitbull
Poland,Madonna,50,7517,madonna
Singapore,Taylor Swift,1,3823,taylor swift
Singapore,Ariana Grande,2,3528,ariana grande
Singapore,PinkPantheress,3,3435,pinkpantheress
Singapore,Bruno Mars,4,3404,bruno mars
Singapore,The Weeknd,5,2827,the weeknd
Singapore,Sabrina Carpenter,6,2788,sabrina carpenter
Singapore,Justin Bieber,7,2700,justin bieber
Singapore,Charli xcx,8,2407,charli xcx
Singapore,Billie Eilish,9,2367,billie eilish
Singapore,Lady Gaga,10,2318,lady gaga
Singapore,The Marías,11,2304,the marías
Singapore,Kendrick Lamar,12,2278,kendrick lamar
Singapore,Tate McRae,13,2267,tate mcrae
Singapore,Tame Impala,14,2216,tame impala
Singapore,Rihanna,15,2216,rihanna
Singapore,SZA,16,2205,sza
Singapore,Coldplay,17,2205,coldplay
Singapore,Daniel Caesar,18,2175,daniel caesar
Singapore,Drake,19,2173,drake
Singapore,Maroon 5,20,2156,maroon 5
Singapore,Olivia Dean,21,2083,olivia dean
Singapore,Laufey,22,2079,laufey
Singapore,Radiohead,23,2040,radiohead
Singapore,Lana Del Rey,24,2023,lana del rey
Singapore,sombr,25,2023,sombr
Singapore,Paramore,26,2010,paramore
Singapore,Harry Styles,27,2009,harry styles
Singapore,Joji,28,1996,joji
Singapore,beabadoobee,29,1971,beabadoobee
Singapore,Doja Cat,30,1961,doja cat
Singapore,Arctic Monkeys,31,1960,arctic monkeys
Singapore,The Neighbourhood,32,1953,the neighbourhood
Singapore,Don Toliver,33,1913,don toliver
Singapore,Clairo,34,1911,clairo
Singapore,The 1975,35,1900,the 1975
Singapore,LE SSERAFIM,36,1888,le sserafim
Singapore,Olivia Rodrigo,37,1871,olivia rodrigo
Singapore,Malcolm Todd,38,1848,malcolm todd
Singapore,BTS,39,1791,bts
Singapore,BLACKPINK,40,1787,blackpink
Singapore,"Tyler, The Creator",41,1781,"tyler, the creator"
Singapore,TWICE,42,1738,twice
Singapore,One Direction,43,1720,one direction
Singapore,Mitski,44,1719,mitski
Singapore,Frank Ocean,45,1719,frank ocean
Singapore,Chappell Roan,46,1714,chappell roan
Singapore,Kanye West,47,1713,kanye west
Singapore,Zara Larsson,48,1713,zara larsson
Singapore,IVE,49,1708,ive
Singapore,NewJeans,50,1701,newjeans
South Africa,Drake,1,1726,drake
South Africa,Kendrick Lamar,2,1514,kendrick lamar
South Africa,The Weeknd,3,1384,the weeknd
South Africa,Kanye West,4,1332,kanye west
South Africa,PinkPantheress,5,1327,pinkpantheress
South Africa,Rihanna,6,1283,rihanna
South Africa,"Tyler, The Creator",7,1190,"tyler, the creator"
South Africa,Frank Ocean,8,1151,frank ocean
South Africa,Ariana Grande,9,1125,ariana grande
South Africa,Don Toliver,10,1093,don toliver
South Africa,Billie Eilish,11,1085,billie eilish
South Africa,J. Cole,12,1063,j. cole
South Africa,Radiohead,13,1056,radiohead
South Africa,A$AP Rocky,14,1048,a$ap rocky
South Africa,Doja Cat,15,1044,doja cat
South Africa,Tame Impala,16,1031,tame impala
South Africa,Lana Del Rey,17,1018,lana del rey
South Africa,Travis Scott,18,989,travis scott
South Africa,Taylor Swift,19,976,taylor swift
South Africa,Bruno Mars,20,952,bruno mars
South Africa,Future,21,931,future
South Africa,Playboi Carti,22,928,playboi carti
South Africa,Charli xcx,23,913,charli xcx
South Africa,Baby Keem,24,901,baby keem
South Africa,SZA,25,888,sza
South Africa,Mitski,26,881,mitski
South Africa,Sabrina Carpenter,27,868,sabrina carpenter
South Africa,Beyoncé,28,866,beyoncé
South Africa,Brent Faiyaz,29,845,brent faiyaz
South Africa,Lady Gaga,30,827,lady gaga
South Africa,The Neighbourhood,31,797,the neighbourhood
South Africa,Coldplay,32,797,coldplay
South Africa,Justin Bieber,33,792,justin bieber
South Africa,Olivia Dean,34,789,olivia dean
South Africa,Childish Gambino,35,789,childish gambino
South Africa,Gorillaz,36,788,gorillaz
South Africa,The Marías,37,785,the marías
South Africa,Daniel Caesar,38,773,daniel caesar
South Africa,Michael Jackson,39,760,michael jackson
South Africa,Harry Styles,40,752,harry styles
South Africa,Dominic Fike,41,745,dominic fike
South Africa,Lil Uzi Vert,42,738,lil uzi vert
South Africa,Yeat,43,733,yeat
South Africa,Mac Miller,44,731,mac miller
South Africa,Twenty One Pilots,45,728,twenty one pilots
South Africa,Steve Lacy,46,725,steve lacy
South Africa,Arctic Monkeys,47,717,arctic monkeys
South Africa,Linkin Park,48,682,linkin park
South Africa,Joji,49,681,joji
South Africa,Clairo,50,668,clairo
Spain,Bad Bunny,1,14110,bad bunny
Spain,ROSALÍA,2,9944,rosalía
Spain,Taylor Swift,3,8642,taylor swift
Spain,Charli xcx,4,8503,charli xcx
Spain,Bad Gyal,5,8261,bad gyal
Spain,PinkPantheress,6,7973,pinkpantheress
Spain,Lady Gaga,7,7395,lady gaga
Spain,Sabrina Carpenter,8,6962,sabrina carpenter
Spain,Ariana Grande,9,6823,ariana grande
Spain,Rihanna,10,6785,rihanna
Spain,Harry Styles,11,6766,harry styles
Spain,Quevedo,12,6608,quevedo
Spain,C. Tangana,13,6345,c. tangana
Spain,The Weeknd,14,6320,the weeknd
Spain,Lana Del Rey,15,6301,lana del rey
Spain,Bruno Mars,16,6018,bruno mars
Spain,Rauw Alejandro,17,5962,rauw alejandro
Spain,Billie Eilish,18,5704,billie eilish
Spain,Gorillaz,19,5699,gorillaz
Spain,Radiohead,20,5661,radiohead
Spain,Rusowsky,21,5528,rusowsky
Spain,Arctic Monkeys,22,5477,arctic monkeys
Spain,Aitana,23,5387,aitana
Spain,Kanye West,24,5314,kanye west
Spain,Olivia Rodrigo,25,5250,olivia rodrigo
Spain,Tame Impala,26,5224,tame impala
Spain,Mora,27,5056,mora
Spain,Zara Larsson,28,5036,zara larsson
Spain,Shakira,29,4932,shakira
Spain,Omar Courtz,30,4916,omar courtz
Spain,Coldplay,31,4797,coldplay
Spain,RAYE,32,4744,raye
Spain,Kendrick Lamar,33,4735,kendrick lamar
Spain,Bizarrap,34,4688,bizarrap
Spain,J Balvin,35,4680,j balvin
Spain,Drake,36,4630,drake
Spain,Myke Towers,37,4589,myke towers
Spain,Mitski,38,4563,mitski
Spain,Chappell Roan,39,4562,chappell roan
Spain,Dua Lipa,40,4502,dua lipa
Spain,Tate McRae,41,4418,tate mcrae
Spain,Extremoduro,42,4377,extremoduro
Spain,"Tyler, The Creator",43,4343,"tyler, the creator"
Spain,Judeline,44,4302,judeline
Spain,Linkin Park,45,4267,linkin park
Spain,Britney Spears,46,4167,britney spears
Spain,Doja Cat,47,4140,doja cat
Spain,Saiko,48,4039,saiko
Spain,Tainy,49,4024,tainy
Spain,Fleetwood Mac,50,4022,fleetwood mac
Sweden,PinkPantheress,1,6453,pinkpantheress
Sweden,Kanye West,2,5872,kanye west
Sweden,Radiohead,3,5621,radiohead
Sweden,Fleetwood Mac,4,5499,fleetwood mac
Sweden,Rihanna,5,5410,rihanna
Sweden,Gorillaz,6,5147,gorillaz
Sweden,Charli xcx,7,5143,charli xcx
Sweden,The Weeknd,8,5139,the weeknd
Sweden,Lady Gaga,9,5030,lady gaga
Sweden,Tame Impala,10,4986,tame impala
Sweden,Kendrick Lamar,11,4969,kendrick lamar
Sweden,Taylor Swift,12,4907,taylor swift
Sweden,Veronica Maggio,13,4898,veronica maggio
Sweden,Zara Larsson,14,4767,zara larsson
Sweden,Lana Del Rey,15,4721,lana del rey
Sweden,Drake,16,4674,drake
Sweden,Kent,17,4607,kent
Sweden,The Smiths,18,4270,the smiths
Sweden,Billie Eilish,19,4264,billie eilish
Sweden,Bruno Mars,20,4162,bruno mars
Sweden,A$AP Rocky,21,4089,a$ap rocky
Sweden,Coldplay,22,4014,coldplay
Sweden,Harry Styles,23,3972,harry styles
Sweden,Linkin Park,24,3939,linkin park
Sweden,Michael Jackson,25,3849,michael jackson
Sweden,Frank Ocean,26,3816,frank ocean
Sweden,The Beatles,27,3730,the beatles
Sweden,Arctic Monkeys,28,3708,arctic monkeys
Sweden,sombr,29,3681,sombr
Sweden,"Tyler, The Creator",30,3627,"tyler, the creator"
Sweden,Ariana Grande,31,3531,ariana grande
Sweden,Mitski,32,3475,mitski
Sweden,Bad Bunny,33,3448,bad bunny
Sweden,Sabrina Carpenter,34,3408,sabrina carpenter
Sweden,Håkan Hellström,35,3406,håkan hellström
Sweden,The Cure,36,3381,the cure
Sweden,The Neighbourhood,37,3277,the neighbourhood
Sweden,Paramore,38,3273,paramore
Sweden,Justin Bieber,39,3245,justin bieber
Sweden,Eminem,40,3239,eminem
Sweden,David Guetta,41,3226,david guetta
Sweden,Calvin Harris,42,3179,calvin harris
Sweden,ABBA,43,3128,abba
Sweden,Olivia Dean,44,3064,olivia dean
Sweden,Deftones,45,3028,deftones
Sweden,Red Hot Chili Peppers,46,3012,red hot chili peppers
Sweden,Daft Punk,47,3003,daft punk
Sweden,Queen,48,2976,queen
Sweden,Metallica,49,2963,metallica
Sweden,Nirvana,50,2922,nirvana
Switzerland,The Weeknd,1,1616,the weeknd
Switzerland,Drake,2,1548,drake
Switzerland,Kanye West,3,1523,kanye west
Switzerland,Bad Bunny,4,1487,bad bunny
Switzerland,Rihanna,5,1460,rihanna
Switzerland,PinkPantheress,6,1447,pinkpantheress
Switzerland,Tame Impala,7,1419,tame impala
Switzerland,Kendrick Lamar,8,1410,kendrick lamar
Switzerland,Gorillaz,9,1400,gorillaz
Switzerland,Linkin Park,10,1356,linkin park
Switzerland,A$AP Rocky,11,1333,a$ap rocky
Switzerland,Radiohead,12,1312,radiohead
Switzerland,Lady Gaga,13,1256,lady gaga
Switzerland,Taylor Swift,14,1245,taylor swift
Switzerland,Lana Del Rey,15,1188,lana del rey
Switzerland,Billie Eilish,16,1172,billie eilish
Switzerland,Charli xcx,17,1155,charli xcx
Switzerland,Bruno Mars,18,1151,bruno mars
Switzerland,Coldplay,19,1135,coldplay
Switzerland,Travis Scott,20,1131,travis scott
Switzerland,Don Toliver,21,1118,don toliver
Switzerland,Future,22,1066,future
Switzerland,"Tyler, The Creator",23,1056,"tyler, the creator"
Switzerland,Eminem,24,1037,eminem
Switzerland,Michael Jackson,25,1002,michael jackson
Switzerland,The Neighbourhood,26,998,the neighbourhood
Switzerland,Arctic Monkeys,27,988,arctic monkeys
Switzerland,Ariana Grande,28,977,ariana grande
Switzerland,David Guetta,29,968,david guetta
Switzerland,Twenty One Pilots,30,951,twenty one pilots
Switzerland,Harry Styles,31,950,harry styles
Switzerland,Frank Ocean,32,941,frank ocean
Switzerland,Calvin Harris,33,917,calvin harris
Switzerland,Playboi Carti,34,908,playboi carti
Switzerland,Mitski,35,902,mitski
Switzerland,sombr,36,898,sombr
Switzerland,Fleetwood Mac,37,897,fleetwood mac
Switzerland,Lil Uzi Vert,38,872,lil uzi vert
Switzerland,Zara Larsson,39,825,zara larsson
Switzerland,Red Hot Chili Peppers,40,810,red hot chili peppers
Switzerland,Mac Miller,41,807,mac miller
Switzerland,Doja Cat,42,794,doja cat
Switzerland,RAYE,43,787,raye
Switzerland,Yeat,44,784,yeat
Switzerland,Daft Punk,45,784,daft punk
Switzerland,Dominic Fike,46,780,dominic fike
Switzerland,Sabrina Carpenter,47,778,sabrina carpenter
Switzerland,J. Cole,48,774,j. cole
Switzerland,Queen,49,766,queen
Switzerland,Gunna,50,764,gunna
Turkey,Tame Impala,1,7871,tame impala
Turkey,Uzi,2,7442,uzi
Turkey,Motive,3,7357,motive
Turkey,Manifest,4,7357,manifest
Turkey,Mor ve Ötesi,5,7119,mor ve ötesi
Turkey,The Weeknd,6,6659,the weeknd
Turkey,Radiohead,7,6540,radiohead
Turkey,Şam,8,6402,şam
Turkey,Kanye West,9,6004,kanye west
Turkey,PinkPantheress,10,5818,pinkpantheress
Turkey,Lana Del Rey,11,5689,lana del rey
Turkey,Rihanna,12,5541,rihanna
Turkey,Tarkan,13,5476,tarkan
Turkey,Lvbel C5,14,5457,lvbel c5
Turkey,Şebnem Ferah,15,5406,şebnem ferah
Turkey,Billie Eilish,16,5237,billie eilish
Turkey,Drake,17,5212,drake
Turkey,Lady Gaga,18,5172,lady gaga
Turkey,Kendrick Lamar,19,5109,kendrick lamar
Turkey,Ati242,20,4891,ati242
Turkey,Wegh,21,4827,wegh
Turkey,Sezen Aksu,22,4783,sezen aksu
Turkey,Yalin,23,4700,yalin
Turkey,Taylor Swift,24,4608,taylor swift
Turkey,Ezhel,25,4544,ezhel
Turkey,The Neighbourhood,26,4498,the neighbourhood
Turkey,A$AP Rocky,27,4478,a$ap rocky
Turkey,Arctic Monkeys,28,4436,arctic monkeys
Turkey,Mitski,29,4415,mitski
Turkey,Sertab Erener,30,4311,sertab erener
Turkey,Gorillaz,31,4261,gorillaz
Turkey,Alizade,32,4205,alizade
Turkey,Hande Yener,33,4179,hande yener
Turkey,Travis Scott,34,4147,travis scott
Turkey,Don Toliver,35,4131,don toliver
Turkey,Linkin Park,36,4125,linkin park
Turkey,Charli xcx,37,4069,charli xcx
Turkey,EsDeeKid,38,3979,esdeekid
Turkey,Kalben,39,3900,kalben
Turkey,Duman,40,3892,duman
Turkey,Ariana Grande,41,3853,ariana grande
Turkey,Doja Cat,42,3825,doja cat
Turkey,Kenan Doğulu,43,3775,kenan doğulu
Turkey,Pilli Bebek,44,3725,pilli bebek
Turkey,Oğuzhan Koç,45,3697,oğuzhan koç
Turkey,Britney Spears,46,3661,britney spears
Turkey,Dolu Kadehi Ters Tut,47,3618,dolu kadehi ters tut
Turkey,Future,48,3595,future
Turkey,Bad Bunny,49,3582,bad bunny
Turkey,Teoman,50,3575,teoman
United Arab Emirates,Drake,1,1845,drake
United Arab Emirates,The Weeknd,2,1763,the weeknd
United Arab Emirates,PinkPantheress,3,1697,pinkpantheress
United Arab Emirates,Don Toliver,4,1440,don toliver
United Arab Emirates,Kanye West,5,1359,kanye west
United Arab Emirates,Tame Impala,6,1314,tame impala
United Arab Emirates,Radiohead,7,1274,radiohead
United Arab Emirates,The Marías,8,1266,the marías
United Arab Emirates,Kendrick Lamar,9,1262,kendrick lamar
United Arab Emirates,Frank Ocean,10,1245,frank ocean
United Arab Emirates,The Neighbourhood,11,1196,the neighbourhood
United Arab Emirates,A$AP Rocky,12,1172,a$ap rocky
United Arab Emirates,Ariana Grande,13,1170,ariana grande
United Arab Emirates,Arctic Monkeys,14,1114,arctic monkeys
United Arab Emirates,PARTYNEXTDOOR,15,1094,partynextdoor
United Arab Emirates,Rihanna,16,1085,rihanna
United Arab Emirates,Travis Scott,17,1069,travis scott
United Arab Emirates,"Tyler, The Creator",18,1063,"tyler, the creator"
United Arab Emirates,Lana Del Rey,19,1057,lana del rey
United Arab Emirates,Bruno Mars,20,1046,bruno mars
United Arab Emirates,Taylor Swift,21,1033,taylor swift
United Arab Emirates,Future,22,1027,future
United Arab Emirates,Playboi Carti,23,1024,playboi carti
United Arab Emirates,Mitski,24,1010,mitski
United Arab Emirates,TV Girl,25,1006,tv girl
United Arab Emirates,Childish Gambino,26,993,childish gambino
United Arab Emirates,beabadoobee,27,986,beabadoobee
United Arab Emirates,Malcolm Todd,28,980,malcolm todd
United Arab Emirates,Doja Cat,29,976,doja cat
United Arab Emirates,Justin Bieber,30,974,justin bieber
United Arab Emirates,Billie Eilish,31,965,billie eilish
United Arab Emirates,Clairo,32,962,clairo
United Arab Emirates,Brent Faiyaz,33,928,brent faiyaz
United Arab Emirates,Daniel Caesar,34,910,daniel caesar
United Arab Emirates,Laufey,35,894,laufey
United Arab Emirates,Cigarettes After Sex,36,890,cigarettes after sex
United Arab Emirates,Mac DeMarco,37,878,mac demarco
United Arab Emirates,Lil Uzi Vert,38,858,lil uzi vert
United Arab Emirates,Joji,39,845,joji
United Arab Emirates,SZA,40,840,sza
United Arab Emirates,Tory Lanez,41,839,tory lanez
United Arab Emirates,EsDeeKid,42,819,esdeekid
United Arab Emirates,Dominic Fike,43,816,dominic fike
United Arab Emirates,Metro Boomin,44,814,metro boomin
United Arab Emirates,Steve Lacy,45,788,steve lacy
United Arab Emirates,Yeat,46,783,yeat
United Arab Emirates,Lady Gaga,47,783,lady gaga
United Arab Emirates,Charli xcx,48,771,charli xcx
United Arab Emirates,Sabrina Carpenter,49,770,sabrina carpenter
United Arab Emirates,Deftones,50,763,deftones
United Kingdom,PinkPantheress,1,57957,pinkpantheress
United Kingdom,Charli xcx,2,52004,charli xcx
United Kingdom,Radiohead,3,50828,radiohead
United Kingdom,Kanye West,4,46426,kanye west
United Kingdom,Arctic Monkeys,5,45968,arctic monkeys
United Kingdom,Rihanna,6,44973,rihanna
United Kingdom,Taylor Swift,7,43779,taylor swift
United Kingdom,Drake,8,42668,drake
United Kingdom,Tame Impala,9,41788,tame impala
United Kingdom,Kendrick Lamar,10,41440,kendrick lamar
United Kingdom,Sabrina Carpenter,11,41305,sabrina carpenter
United Kingdom,Fleetwood Mac,12,41110,fleetwood mac
United Kingdom,The Weeknd,13,40895,the weeknd
United Kingdom,Lady Gaga,14,40854,lady gaga
United Kingdom,Gorillaz,15,40048,gorillaz
United Kingdom,Harry Styles,16,38804,harry styles
United Kingdom,Lana Del Rey,17,38750,lana del rey
United Kingdom,Paramore,18,37807,paramore
United Kingdom,"Tyler, The Creator",19,37465,"tyler, the creator"
United Kingdom,Ariana Grande,20,36905,ariana grande
United Kingdom,The Smiths,21,36326,the smiths
United Kingdom,Olivia Dean,22,35250,olivia dean
United Kingdom,Chappell Roan,23,35207,chappell roan
United Kingdom,Bruno Mars,24,34772,bruno mars
United Kingdom,Frank Ocean,25,33746,frank ocean
United Kingdom,Billie Eilish,26,33542,billie eilish
United Kingdom,Mitski,27,33300,mitski
United Kingdom,A$AP Rocky,28,30573,a$ap rocky
United Kingdom,sombr,29,30266,sombr
United Kingdom,The Beatles,30,29597,the beatles
United Kingdom,Fontaines D.C.,31,29070,fontaines d.c.
United Kingdom,Deftones,32,28990,deftones
United Kingdom,Olivia Rodrigo,33,28719,olivia rodrigo
United Kingdom,Childish Gambino,34,28613,childish gambino
United Kingdom,The Cure,35,28366,the cure
United Kingdom,Michael Jackson,36,27814,michael jackson
United Kingdom,Linkin Park,37,27756,linkin park
United Kingdom,Sam Fender,38,27703,sam fender
United Kingdom,Doja Cat,39,27648,doja cat
United Kingdom,beabadoobee,40,27341,beabadoobee
United Kingdom,Zara Larsson,41,26210,zara larsson
United Kingdom,Clairo,42,26208,clairo
United Kingdom,Calvin Harris,43,25863,calvin harris
United Kingdom,Coldplay,44,25425,coldplay
United Kingdom,Beyoncé,45,25316,beyoncé
United Kingdom,Nirvana,46,25296,nirvana
United Kingdom,TV Girl,47,25190,tv girl
United Kingdom,Twenty One Pilots,48,25150,twenty one pilots
United Kingdom,RAYE,49,24908,raye
United Kingdom,SZA,50,24615,sza
