week_date,artist,track,streams,position,weeks_on_chart,viral_hit,uri
2024-09-26,Alphaville,Forever Young,11596896,96,10,False,spotify:track:4S1VYqwfkLit9mKVY3MXoo
2024-09-26,Frank Ocean,Pink + White,11545800,97,71,False,spotify:track:3xKsf9qdS1CyvXSMEid6g8
2024-09-26,Lewis Capaldi,Someone You Loved,11519631,98,298,False,spotify:track:7qEHsqek33rTcFNT9PFqLf
2024-09-26,The Police,Every Breath You Take,11488063,99,146,False,spotify:track:1JSTJqkT5qHq8MDJnJbRE1
2024-09-26,KATSEYE,Touch,11397417,100,4,False,spotify:track:6aJn7Cst74cj4lNIiPRgav
2024-09-26,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),11359056,101,57,False,spotify:track:4KULAymBBJcPRpk1yO4dOG
2024-09-26,"Megan Thee Stallion, RM",Neva Play (feat. RM of BTS),11351837,102,3,False,spotify:track:2ZqTbIID9vFPTXaGyzbb4q
2024-09-26,Sabrina Carpenter,Nonsense,11335269,103,88,False,spotify:track:6dgUya35uo964z7GZXM07g
2024-09-26,Bad Bunny,Una Velita,11319074,104,1,False,spotify:track:059qzhNaJb8tsqpdl2bHfF
2024-09-26,Linkin Park,Faint,11312849,105,4,False,spotify:track:4Yf5bqU3NK4kNOypcrLYwU
2024-09-26,"Maisak, Feid",SE ME OLVIDA,11269273,106,5,False,spotify:track:2gmd7lY3QSzLh0xIY4cRvi
2024-09-26,Journey,Don't Stop Believin' (2022 Remaster),11247539,107,30,False,spotify:track:5RKQ5NdjSh2QzD4MaunT91
2024-09-26,"KAROL G, Peso Pluma",QLONA,11211777,108,59,False,spotify:track:5RqSsdzTNPX1uzkmlHCFvK
2024-09-26,Hotel Ugly,Shut up My Moms Calling,11199361,109,90,False,spotify:track:3hxIUxnT27p5WcmjGUXNwx
2024-09-26,Harry Styles,As It Was,11189340,110,130,False,spotify:track:4Dvkj6JhhA12EX05fT7y2e
2024-09-26,Cris MJ,SI NO ES CONTIGO,11187850,111,18,False,spotify:track:5Uptvz6j1sjDKxidAcnH2L
2024-09-26,Travis Scott,HIGHEST IN THE ROOM,11154472,112,98,False,spotify:track:3eekarcy7kvN4yt5ZFzltW
2024-09-26,Kapo,OHNANA,11121682,113,10,False,spotify:track:1fTjqf10accJCDYstPwwZ6
2024-09-26,Natasha Bedingfield,Unwritten,11107820,114,37,False,spotify:track:3U5JVgI2x4rDyHGObzJfNf
2024-09-26,"Billie Eilish, Khalid",lovely (with Khalid),11083986,115,336,False,spotify:track:0u2P5u6lvoDfwTYjAADbn4
2024-09-26,a-ha,Take on Me,11034553,116,50,False,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L
2024-09-26,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,10885516,117,303,False,spotify:track:0RiRZpuVRbi7oqRdSMwhQY
2024-09-26,Miguel,Sure Thing,10824618,118,80,False,spotify:track:0JXXNGljqupsJaZsgSbMZV
2024-09-26,Sabrina Carpenter,Juno,10820850,119,5,False,spotify:track:21B4gaTWnTkuSh77iWEXdS
2024-09-26,Linkin Park,Heavy Is the Crown,10818780,120,1,False,spotify:track:3fgehc497TFqKH1zBL2YNK
2024-09-26,Teddy Swims,The Door,10770007,121,5,False,spotify:track:3dj4wgM3cPeuLwMNHDuBon
2024-09-26,Tate McRae,greedy,10746408,122,54,False,spotify:track:3rUGC1vUpkDG9CZFHMur1t
2024-09-26,SZA,Saturn,10737554,123,31,False,spotify:track:1bjeWoagtHmUKputLVyDxQ
2024-09-26,Adele,Easy On Me,10719973,124,96,False,spotify:track:46IZ0fSY2mpAiktS3KOqds
2024-09-26,Radiohead,Creep,10635721,125,44,False,spotify:track:70LcF31zb1H0PyJoS1Sx1r
2024-09-26,LE SSERAFIM,CRAZY,10619661,126,4,False,spotify:track:4gxEY3Mh5FZZDAJAKPNrCS
2024-09-26,"French Montana, Swae Lee",Unforgettable,10579303,127,108,False,spotify:track:3B54sVLJ402zGa6Xm4YGNe
2024-09-26,OneRepublic,Counting Stars,10511403,128,180,False,spotify:track:2tpWsVSb9UEmDRxAl1zhX1
2024-09-26,Manuel Turizo,La Bachata,10507535,129,117,False,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ
2024-09-26,Hozier,Take Me To Church,10486479,130,160,False,spotify:track:3dYD57lRAUcMHufyqn9GcI
2024-09-26,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),10483724,131,159,False,spotify:track:567e29TDzLwZwfDuEpGTwo
2024-09-26,V,Love Me Again,10482407,132,59,False,spotify:track:2N0SPREDYqILVEFSsWF5N5
2024-09-26,Surf Curse,Disco,10480432,133,4,False,spotify:track:2Lumsra3kuU61wXkEKzKaK
2024-09-26,Chappell Roan,Red Wine Supernova,10454007,134,16,False,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv
2024-09-26,Eminem,Houdini,10442520,135,17,False,spotify:track:1CDQzbCz4KSQxHe7LMEgRM
2024-09-26,Plan B,Es un Secreto,10416983,136,47,False,spotify:track:3KZCP2StVGdWkOKyRZNWA4
2024-09-26,TV Girl,Lovers Rock,10369293,137,66,False,spotify:track:6dBUzqjtbnIa1TwYbyw5CM
2024-09-26,Chappell Roan,Casual,10341491,138,10,False,spotify:track:3WSOUb3U7tqURbBSgZTrZX
2024-09-26,"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),10316919,139,9,False,spotify:track:4MSj19TwYBLgDFj3ddEeco
2024-09-26,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,10267486,140,23,False,spotify:track:6a9Z1jUms915w4O7N1PxjY
2024-09-26,Imagine Dragons,Demons,10263164,141,96,False,spotify:track:5qaEfEh1AtSdrdrByCP7qR
2024-09-26,"Drake, Wizkid, Kyla",One Dance,10256484,142,213,False,spotify:track:1zi7xx7UVEFkmKfv06H8x0
2024-09-26,Twenty One Pilots,Stressed Out,10156317,143,50,False,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
2024-09-26,Ruth B.,Dandelions,10124570,144,151,False,spotify:track:2eAvDnpXP5W0cVtiI0PUxV
2024-09-26,"David Guetta, Bebe Rexha",I'm Good (Blue),10083314,145,109,False,spotify:track:4uUG5RXrOk84mYEfFvj3cK
2024-09-26,"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),10067871,146,20,False,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
2024-09-26,Zach Bryan,Pink Skies,10066087,147,18,False,spotify:track:4ZJ4vzLQekI0WntDbanNC7
2024-09-26,Michael Marcagi,Scared To Start,9982966,148,34,False,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn
2024-09-26,CYRIL,Stumblin' In,9982540,149,27,False,spotify:track:0h3Xy4V4apMraB5NuM8U7Z
2024-09-26,James Arthur,Say You Won't Let Go,9969559,150,325,False,spotify:track:5uCax9HTNlzGybIStD3vDh
2024-09-26,Ed Sheeran,Photograph,9939026,151,158,False,spotify:track:6fxVffaTuwjgEk5h9QyRjy
2024-09-26,KAROL G,AMARGURA,9938813,152,71,False,spotify:track:505v13epFXodT9fVAJ6h8k
2024-09-26,"Yandel, Feid",HABLAME CLARO,9936313,153,1,False,spotify:track:6ZCfGA0bPM50DPmcSlJKGY
2024-09-26,Imagine Dragons,Believer,9922660,154,394,False,spotify:track:0pqnGHJpmpxLKifKRmU6WP
2024-09-26,Bernadya,"Untungnya, Hidup Harus Tetap Berjalan",9888525,155,5,False,spotify:track:2gcMYiZzzmzoF8PPAfL3IO
2024-09-26,Taylor Swift,I Can Do It With a Broken Heart,9757015,156,23,False,spotify:track:4q5YezDOIPcoLr8R81x9qy
2024-09-26,Zach Bryan,Something in the Orange,9751665,157,90,False,spotify:track:3WMj8moIAXJhHsyLaqIIHI
2024-09-26,The Killers,Mr. Brightside,9744604,158,143,False,spotify:track:003vvx7Niy0yvhvHt4a68B
2024-09-26,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),9743309,159,17,False,spotify:track:1RMJOxR6GRPsBHL8qeC2ux
2024-09-26,Sabrina Carpenter,Feather,9731392,160,43,False,spotify:track:2Zo1PcszsT9WQ0ANntJbID
2024-09-26,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",9729748,161,69,False,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s
2024-09-26,Richy Mitch & The Coal Miners,Evergreen,9691766,162,37,False,spotify:track:6me7F0aaZjwDo6RJ5MrfBD
2024-09-26,Linkin Park,One Step Closer,9632094,163,4,False,spotify:track:3K4HG9evC7dg3N0R9cYqk4
2024-09-26,Vance Joy,Riptide,9612331,164,189,False,spotify:track:2uXlHCUbq9OMUwx3hrk06o
2024-09-26,"Maluma, Carín León",Según Quién,9590739,165,43,False,spotify:track:4bw8mcDUSRWfQo63ZTYRnU
2024-09-26,Future,TEFLON DON,9576757,166,1,False,spotify:track:2jnezASa7o0lP6aif6VrIf
2024-09-26,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),9576706,167,133,False,spotify:track:22skzmqfdWrjJylampe0kt
2024-09-26,Tyla,Water,9564387,168,53,False,spotify:track:5aIVCx5tnk0ntmdiinnYvw
2024-09-26,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",9549225,169,63,False,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q
2024-09-26,The Kid LAROI,BABY I'M BACK,9517680,170,4,False,spotify:track:5kDgJffgJ0lYHTSiaXFWNw
2024-09-26,Lana Del Rey,Summertime Sadness,9481238,171,111,False,spotify:track:1FEiijYPJtyswChfcpv3p0
2024-09-26,"Peso Pluma, Tito Double P",LOS CUADROS,9469453,172,6,False,spotify:track:41EOhpn50qvd8iZSKw531W
2024-09-26,Adele,Someone Like You,9448945,173,19,False,spotify:track:5lkpeJwmQKgY3bX2zChjxX
2024-09-26,Adele,Skyfall,9383444,174,8,False,spotify:track:6VObnIkLVruX4UVyxWhlqm
2024-09-26,Eminem,Without Me,9334280,175,157,False,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk
2024-09-26,The Outfield,Your Love,9323772,176,22,False,spotify:track:2jPCbFrFlyGbKgblxub8Lm
2024-09-26,The Neighbourhood,Softcore,9318759,177,44,False,spotify:track:2K7xn816oNHJZ0aVqdQsha
2024-09-26,Adele,Set Fire to the Rain,9247344,178,75,False,spotify:track:7j4OmvkjRz0PrjFADlHfQx
2024-09-26,Taylor Swift,august,9190697,179,72,False,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K
2024-09-26,Miley Cyrus,Flowers,9139546,180,89,False,spotify:track:7DSAEUvxU8FajXtRloy8M0
2024-09-26,Steve Lacy,Dark Red,9131900,181,119,False,spotify:track:3EaJDYHA0KnX88JvDhL9oa
2024-09-26,d4vd,Romantic Homicide,9123912,182,99,False,spotify:track:1xK59OXxi2TAAAbmZK0kBL
2024-09-26,Gunna,one of wun,9117589,183,15,False,spotify:track:4Na2HfNSr58chvfX69fy36
2024-09-26,Bruno Mars,That's What I Like,9082672,184,111,False,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
2024-09-26,"Don Omar, Lucenzo",Danza Kuduro,9066198,185,52,False,spotify:track:2a1o6ZejUi8U3wzzOtCOYw
2024-09-26,"Rihanna, Calvin Harris",We Found Love,9046472,186,81,False,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1
2024-09-26,Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),9037930,187,9,False,spotify:track:6GG4yyk3UATdBfTHVgI8PB
2024-09-26,"Natanael Cano, Oscar Maydon",Madonna,9015073,188,29,False,spotify:track:5LhI8m7n8xlQmNe3b7Rwis
2024-09-26,"Disturbed, CYRIL",The Sound of Silence - CYRIL Remix,9003265,189,24,False,spotify:track:1LY3GhF0zxIVgbYEQjCbUO
2024-09-26,Kings of Leon,Sex on Fire,8962698,190,7,False,spotify:track:0ntQJM78wzOLVeCUAW7Y45
2024-09-26,Creedence Clearwater Revival,Have You Ever Seen The Rain,8932391,191,58,False,spotify:track:2LawezPeJhN4AWuSB0GtAU
2024-09-26,WALK THE MOON,Shut Up and Dance,8904664,192,19,False,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
2024-09-26,The Cranberries,Linger,8901520,193,3,False,spotify:track:0gEyKnHvgkrkBM6fbeHdwK
2024-09-26,Red Hot Chili Peppers,Can't Stop,8891905,194,2,False,spotify:track:3ZOEytgrvLwQaqXreDs2Jx
2024-09-26,"The Weeknd, Lana Del Rey",Stargirl Interlude,8856659,195,95,False,spotify:track:5gDWsRxpJ2lZAffh5p7K0w
2024-09-26,"Bad Bunny, Feid",PERRO NEGRO,8845988,196,50,False,spotify:track:7iQXYTyuG13aoeHxGG28Nh
2024-09-26,"Natanael Cano, Oscar Maydon",Giza,8798401,197,3,False,spotify:track:6KOnLTb1xLfKDAjMC43I76
2024-09-26,Sabrina Carpenter,Coincidence,8793692,198,5,False,spotify:track:5oIVNm56t6OIf9ZjdEG3ud
2024-09-26,TOTO,Hold the Line,8777317,199,6,False,spotify:track:4aVuWgvD0X63hcOCnZtNFA
2024-09-26,Keane,Somewhere Only We Know,8748488,200,99,False,spotify:track:0ll8uFnc0nANY35E0Lfxvg
2024-10-31,"ROSÉ, Bruno Mars",APT.,87041494,1,2,True,spotify:track:5vNRhkKd0yEAg8suGBpjeY
2024-10-31,"Lady Gaga, Bruno Mars",Die With A Smile,75826536,2,11,False,spotify:track:2plbrEY59IikOBgBGLjaoe
2024-10-31,Billie Eilish,BIRDS OF A FEATHER,49542558,3,24,False,spotify:track:6dOtVTDdiauQNBQEDOtlAB
2024-10-31,Jimin,Who,41262730,4,15,False,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU
2024-10-31,"Oscar Maydon, Fuerza Regida",Tu Boda,40246472,5,4,True,spotify:track:1cOboCuWYI2osTOfolMRS6
2024-10-31,Sabrina Carpenter,Taste,36354336,6,10,False,spotify:track:5G2f63n7IPVPPjfNIGih7Q
2024-10-31,Sabrina Carpenter,Espresso,33211508,7,29,False,spotify:track:2HRqTpkrJO5ggZyyK6NPWz
2024-10-31,Gigi Perez,Sailor Song,31350441,8,11,False,spotify:track:2262bWmqomIaJXwCRHr13j
2024-10-31,"Tyler, The Creator",Noid,29980387,9,2,True,spotify:track:1YdtGoSYDvVQKoUqSDXX41
2024-10-31,"Tyler, The Creator, Daniel Caesar",St. Chroma (feat. Daniel Caesar),29514831,10,1,True,spotify:track:1QoyuMHNBe7lg3YW4Qtll4
2024-10-31,Chappell Roan,"Good Luck, Babe!",29514015,11,29,False,spotify:track:0WbMK4wrZ1wFSty9F7FCgu
2024-10-31,KAROL G,Si Antes Te Hubiera Conocido,26711464,12,19,False,spotify:track:6WatFBLVB0x077xWeoVc2k
2024-10-31,One Direction,Night Changes,26259938,13,105,False,spotify:track:5O2P9iiztwhomNh8xkR9lJ
2024-10-31,LISA,Moonlit Floor (Kiss Me),26087224,14,4,False,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H
2024-10-31,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),25367776,15,5,False,spotify:track:1Es7AUAhQvapIcoh3qMKDL
2024-10-31,Gracie Abrams,That’s So True,25329405,16,2,False,spotify:track:7ne4VBA60CxGM75vw0EYad
2024-10-31,Billie Eilish,WILDFLOWER,25326531,17,24,False,spotify:track:3QaPy1KgI7nu9FJEQUgn6h
2024-10-31,Benson Boone,Beautiful Things,24463805,18,41,False,spotify:track:3xkHsmpQCBMytMJNiDf3Ii
2024-10-31,Sabrina Carpenter,Please Please Please,24424217,19,21,False,spotify:track:2tHwzyyOLoWSFqYNjeVMzj
2024-10-31,"Tyler, The Creator",Rah Tah Tah,23213440,20,1,False,spotify:track:5RePVWy39tLpHH0WwXgBsK
2024-10-31,JENNIE,Mantra,23189300,21,3,False,spotify:track:2CspwnypzT7rcWI9RfsoSb
2024-10-31,"Tyler, The Creator, Teezo Touchdown","Darling, I (feat. Teezo Touchdown)",23104931,22,1,False,spotify:track:0VaeksJaXy5R1nvcTMh3Xk
2024-10-31,Teddy Swims,Lose Control,21306196,23,51,False,spotify:track:17phhZDn6oGtzMe56NuWvj
2024-10-31,Sabrina Carpenter,Bed Chem,20281656,24,10,False,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF
2024-10-31,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",20172589,25,1,False,spotify:track:3tFed7YsjGnIfxeLEQwx3R
2024-10-31,The Neighbourhood,Sweater Weather,20086736,26,218,False,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6
2024-10-31,Jin,I'll Be There,20002131,27,1,False,spotify:track:2Qcbspnftnon37jibwyvMU
2024-10-31,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),19956372,28,88,False,spotify:track:7KA4W4McWYRpgf0fWsJZWB
2024-10-31,Tito Double P,EL LOKERON,19905993,29,9,False,spotify:track:6X6m4xmdFcz31p1h7Qg68c
2024-10-31,Gracie Abrams,"I Love You, I'm Sorry",19603853,30,13,False,spotify:track:51rfRCiUSvxXlCSCfIztBy
2024-10-31,Lady Gaga,Disease,19427000,31,1,False,spotify:track:19KlZwqlT3fguP2BeHF1Q1
2024-10-31,Lord Huron,The Night We Met,19343961,32,106,False,spotify:track:3hRV0jL3vUpRrcy398teAU
2024-10-31,Addison Rae,Diet Pepsi,19011679,33,9,False,spotify:track:6MzofobZt2dm0Kf1hTThFz
2024-10-31,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,18748370,34,5,False,spotify:track:0Sr7ssScx54yxdM2ols7nW
2024-10-31,Shaboozey,A Bar Song (Tipsy),18588629,35,29,False,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K
2024-10-31,Arctic Monkeys,I Wanna Be Yours,18580446,36,121,False,spotify:track:5XeFesFbtLpXzIVDNQP22n
2024-10-31,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),18436877,37,59,False,spotify:track:42VsgItocQwOQC3XWZ8JNA
2024-10-31,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",17952031,38,56,False,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW
2024-10-31,"MC Tuto, DJ Glenner",Barbie,17869916,39,1,False,spotify:track:6s1kzj4EbhFLXbuAGJbhbn
2024-10-31,Hozier,Too Sweet,17798742,40,32,False,spotify:track:19XpFsce28aByvCC4g89tJ
2024-10-31,Linkin Park,The Emptiness Machine,17689069,41,8,False,spotify:track:2PnlsTsOTLE5jnBnNe2K0A
2024-10-31,"Tito Double P, Peso Pluma",DOS DÍAS,17614232,42,9,False,spotify:track:5lKFO0PrOC9jmOlPEdjHsL
2024-10-31,One Direction,Story of My Life,17550688,43,4,False,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
2024-10-31,"Tyler, The Creator",Hey Jane,16366077,44,1,False,spotify:track:3Umj02ZNl4d356pS1D38mn
2024-10-31,"Tyler, The Creator, ScHoolboy Q, Santigold",Thought I Was Dead (feat. ScHoolboy Q & Santigold),16270479,45,1,False,spotify:track:2aYHxnMF2umAavtgBvmkY1
2024-10-31,"Peso Pluma, Neton Vega",LA PATRULLA,16244687,46,19,False,spotify:track:2aYZaN5SmkRDLsrrV8GkBQ
2024-10-31,Ndotz,Embrace It,15994321,47,7,False,spotify:track:0io16MKpbeDIdYzmGpQaES
2024-10-31,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),15921992,48,25,False,spotify:track:5IZXB5IKAD2qlvTPJYDCFB
2024-10-31,"FloyyMenor, Cris MJ",Gata Only,15854553,49,38,False,spotify:track:2esZG2XFtuoWWA9AfDvSxy
2024-10-31,Artemas,i like the way you kiss me,15844858,50,32,False,spotify:track:3JG1uFc40wfyrqaWC7iv0e
2024-10-31,"Tito Double P, Chino Pacas",ESCAPATE,15687610,51,8,False,spotify:track:6HrALJOMsfPCCbUo5cJCON
2024-10-31,Vance Joy,Riptide,15430598,52,194,False,spotify:track:2uXlHCUbq9OMUwx3hrk06o
2024-10-31,aespa,Whiplash,15391890,53,2,False,spotify:track:7Cnpb1vBbC46RgVyyKLH7p
2024-10-31,Ariana Grande,we can't be friends (wait for your love),15279664,54,34,False,spotify:track:51ZQ1vr10ffzbwIjDCwqm4
2024-10-31,Djo,End of Beginning,15198124,55,37,False,spotify:track:3qhlB30KknSejmIvZZLjOD
2024-10-31,"Charli xcx, Billie Eilish",Guess featuring billie eilish,15165179,56,13,False,spotify:track:0IsIY8pfu1yaGkPUD7pkDx
2024-10-31,The Kid LAROI,NIGHTS LIKE THIS,15052377,57,19,False,spotify:track:1XBYiRV30ykHw5f4wm6qEn
2024-10-31,"Tyler, The Creator",Judge Judy,15039085,58,1,False,spotify:track:6ie0uyyvOKTTuIFBMPiNIl
2024-10-31,SZA,Kill Bill,14919265,59,99,False,spotify:track:1Qrg8KqiBpW07V7PNxwwwL
2024-10-31,FloyyMenor,PELIGROSA,14900982,60,12,False,spotify:track:42wdz3j7gstgUuhoFLCXqd
2024-10-31,"Tyler, The Creator, Daniel Caesar, LaToiya Williams",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),14827604,61,1,False,spotify:track:4BSR9I4ExlCJdXJo2GpBD5
2024-10-31,"Tyler, The Creator",I Killed You,14718542,62,1,False,spotify:track:3GdwjAsCsoE79ObhsJFyYb
2024-10-31,Chappell Roan,HOT TO GO!,14700051,63,20,False,spotify:track:4xdBrk0nFZaP54vvZj0yx7
2024-10-31,"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),14590366,64,2,False,spotify:track:0qeIFEGRQqHoaJtLCl0U73
2024-10-31,Taylor Swift,Cruel Summer,14580244,65,91,False,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
2024-10-31,Coldplay,Viva La Vida,14490328,66,114,False,spotify:track:1mea3bSkSGXuIRvnydlB5b
2024-10-31,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",PRESIDENTE,14485769,67,1,False,spotify:track:4OLT65TRsOx3Iv1TlCcQVb
2024-10-31,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),14348607,68,1,False,spotify:track:6jbYpRPTEFl1HFKHk1IC0m
2024-10-31,Morgan Wallen,Love Somebody,14219951,69,2,False,spotify:track:7hR22TOX3RorxJPcsz5Wbo
2024-10-31,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),14156747,70,68,False,spotify:track:2HRgqmZQC0MC7GeNuDIXHN
2024-10-31,The Weeknd,Blinding Lights,14099286,71,257,False,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
2024-10-31,The Goo Goo Dolls,Iris,14025015,72,61,False,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs
2024-10-31,Tommy Richman,MILLION DOLLAR BABY,14005192,73,27,False,spotify:track:5AJ9hqTS2wcFQCELCFRO7A
2024-10-31,Myles Smith,Stargazing,13949816,74,25,False,spotify:track:3Vr3zh0r7ALn8VLqCiRR10
2024-10-31,Sabrina Carpenter,Juno,13413905,75,10,False,spotify:track:21B4gaTWnTkuSh77iWEXdS
2024-10-31,Linkin Park,In the End,13309412,76,64,False,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
2024-10-31,Shakira,Soltera,13263747,77,5,False,spotify:track:3OJDtCdYs8QJnui708tEU3
2024-10-31,Kendrick Lamar,Not Like Us,13251254,78,26,False,spotify:track:6AI3ezQ4o3HUoP6Dhudph3
2024-10-31,Bruno Mars,It Will Rain,13186517,79,5,False,spotify:track:4rMNgxEwGWoPHIUcvB5BrB
2024-10-31,"Feid, ATL Jacob",LUNA,13075276,80,47,False,spotify:track:7bywjHOc0wSjGGbj04XbVi
2024-10-31,"The Weeknd, Daft Punk",Starboy,12919398,81,213,False,spotify:track:7MXVkk9YMctZqd1Srtv4MB
2024-10-31,"Tyler, The Creator",Tomorrow,12877575,82,1,False,spotify:track:3yw3m8wgRB4ptDyAvtdhq5
2024-10-31,Anuv Jain,Jo Tum Mere Ho,12742602,83,7,False,spotify:track:0eCajpR75pDW0r64U6hP2x
2024-10-31,Mitski,My Love Mine All Mine,12734498,84,58,False,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
2024-10-31,Tom Odell,Another Love,12597392,85,186,False,spotify:track:7jtQIBanIiJOMS6RyCx6jZ
2024-10-31,Dasha,Austin (Boots Stop Workin'),12566929,86,34,False,spotify:track:2uqYupMHANxnwgeiXTZXzd
2024-10-31,Benson Boone,Slow It Down,12560604,87,32,False,spotify:track:51eSHglvG1RJXtL3qI5trr
2024-10-31,The Walters,I Love You So,12493438,88,129,False,spotify:track:4SqWKzw0CbA05TGszDgMlc
2024-10-31,"Cris MJ, FloyyMenor, LOUKI",Después De La 1,12436962,89,7,False,spotify:track:6PhRhocBXP4y7NpciGmzra
2024-10-31,Kapo,UWAIE,12397714,90,11,False,spotify:track:5QjmUqgpPQgXgg4606DqZF
2024-10-31,Linkin Park,Numb,12362781,91,35,False,spotify:track:2nLtzopw4rPReszdYBJU6h
2024-10-31,*NSYNC,Bye Bye Bye,12278989,92,14,False,spotify:track:62bOmKYxYg7dhrC6gH9vFn
2024-10-31,Junior H,Y LLORO,12227373,93,34,False,spotify:track:6RcAHyC5sAUIbPTkhOQwd8
2024-10-31,Bruno Mars,When I Was Your Man,12169749,94,105,False,spotify:track:0B7wvvmu9EISAwZnOpjhNI
2024-10-31,Cigarettes After Sex,Apocalypse,12125511,95,120,False,spotify:track:0yc6Gst2xkRu0eMLeRMGCX
2024-10-31,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),12082407,96,18,False,spotify:track:5496lks6V3fh1mZAB6IAap
2024-10-31,Bruno Mars,Just the Way You Are,12065369,97,95,False,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ
2024-10-31,The Weeknd,Die For You,12062407,98,142,False,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
2024-10-31,Arctic Monkeys,505,12018454,99,147,False,spotify:track:58ge6dfP91o9oXMzq3XkIS
2024-10-31,"Tyler, The Creator, Doechii",Balloon (feat. Doechii),12014542,100,1,False,spotify:track:35D1RA5uVFVhMc1qX80TaQ
2024-10-31,Bruno Mars,Locked out of Heaven,11989764,101,125,False,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI
2024-10-31,Miley Cyrus,Flowers,11860535,102,94,False,spotify:track:7DSAEUvxU8FajXtRloy8M0
2024-10-31,Billie Eilish,CHIHIRO,11733475,103,24,False,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj
2024-10-31,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,11724629,104,28,False,spotify:track:6a9Z1jUms915w4O7N1PxjY
2024-10-31,"Luis R Conriquez, Neton Vega",Si No Quieres No,11656200,105,29,False,spotify:track:1C84d9abZVKWHT2YYpoean
2024-10-31,Ray Parker Jr.,Ghostbusters,11655453,106,3,False,spotify:track:6thXB4RmajS4oZPNiBAKy0
2024-10-31,V,Love Me Again,11629507,107,64,False,spotify:track:2N0SPREDYqILVEFSsWF5N5
2024-10-31,Coldplay,Yellow,11475763,108,202,False,spotify:track:3AJwUDP919kvQ9QcozQPxg
2024-10-31,Harry Styles,As It Was,11423308,109,135,False,spotify:track:4Dvkj6JhhA12EX05fT7y2e
2024-10-31,Don Toliver,NEW DROP,11417363,110,5,False,spotify:track:2c7z5oRcPBbqRaBY2mLWcf
2024-10-31,KATSEYE,Touch,11350986,111,9,False,spotify:track:6aJn7Cst74cj4lNIiPRgav
