week_date,artist,track,streams,position,weeks_on_chart,viral_hit,uri
2023-02-23,Miley Cyrus,Flowers,61763072,1,6,False,spotify:track:0yLdNVWF3Srea0uzk55zFn
2023-02-23,SZA,Kill Bill,46549077,2,11,False,spotify:track:1Qrg8KqiBpW07V7PNxwwwL
2023-02-23,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,39172306,3,3,True,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv
2023-02-23,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53/66",34781301,4,7,False,spotify:track:4nrPB8O7Y7wsOCJdgXkthe
2023-02-23,Harry Styles,As It Was,29532543,5,47,False,spotify:track:4Dvkj6JhhA12EX05fT7y2e
2023-02-23,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),29230147,6,12,False,spotify:track:2dHHgzDwk4BJdRwy9uXhTO
2023-02-23,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),27517947,7,22,False,spotify:track:0NZPBYD5qbEWRs3PrGiRkT
2023-02-23,"Yandel, Feid",Yandel 150,24973173,8,7,False,spotify:track:4FAKtPVycI4DxoOHC01YqD
2023-02-23,Manuel Turizo,La Bachata,23186047,9,34,False,spotify:track:5ww2BF9slyYgNOk37BlC4u
2023-02-23,"David Guetta, Bebe Rexha",I'm Good (Blue),22894913,10,26,False,spotify:track:4uUG5RXrOk84mYEfFvj3cK
2023-02-23,"Rema, Selena Gomez",Calm Down (with Selena Gomez),22203214,11,26,False,spotify:track:0WtM2NBVQNNJLh6scP13H8
2023-02-23,The Weeknd,Die For You,21655432,12,54,False,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
2023-02-23,"RAYE, 070 Shake",Escapism.,21473847,13,13,False,spotify:track:5mHdCZtVyb4DcJw8799hZp
2023-02-23,Taylor Swift,Anti-Hero,20925576,14,18,False,spotify:track:0V3wPSX9ygBnCm8psDIegu
2023-02-23,NewJeans,OMG,20419626,15,8,False,spotify:track:65FftemJ1DbbZ45DUfHJXE
2023-02-23,d4vd,Here With Me,20191814,16,17,False,spotify:track:78Sw5GDo6AlGwTwanjXbGh
2023-02-23,"Ozuna, Feid",Hey Mor,18983116,17,19,False,spotify:track:1zsPaEkglFvxjAhrM8yhpr
2023-02-23,"Arcángel, Bad Bunny",La Jumpa,18846624,18,12,False,spotify:track:2mnXxnrX5vCGolNkaFvVeM
2023-02-23,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52/66",17919127,19,33,False,spotify:track:2tTmW7RDtMQtBk7m2rYeSw
2023-02-23,Coi Leray,Players,17795543,20,5,False,spotify:track:6UN73IYd0hZxLi8wFPMQij
2023-02-23,JVKE,golden hour,17765736,21,26,False,spotify:track:5odlY52u43F5BjByhxg7wg
2023-02-23,Tom Odell,Another Love,17058197,22,98,False,spotify:track:7jtQIBanIiJOMS6RyCx6jZ
2023-02-23,Miguel,Sure Thing,16991063,23,11,False,spotify:track:0JXXNGljqupsJaZsgSbMZV
2023-02-23,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,16663473,24,12,False,spotify:track:1Y3LN4zO1Edc2EluIoSPJN
2023-02-23,OneRepublic,I Ain't Worried,16373032,25,38,False,spotify:track:4fYte8ZvTK14NEhAOZocBi
2023-02-23,"Natanael Cano, Peso Pluma, Gabito Ballesteros",AMG,16356740,26,7,False,spotify:track:1lRtH4FszTrwwlK5gTSbXO
2023-02-23,Léo Santana,Zona De Perigo,16261465,27,3,False,spotify:track:1jHgfC8T5KxUyC5Ldw6lk9
2023-02-23,Arctic Monkeys,I Wanna Be Yours,15951368,28,33,False,spotify:track:5XeFesFbtLpXzIVDNQP22n
2023-02-23,NewJeans,Ditto,15934711,29,10,False,spotify:track:3r8RuvgbX9s7ammBn07D3W
2023-02-23,Lil Uzi Vert,Just Wanna Rock,15786583,30,18,False,spotify:track:4FyesJzVpA39hbYvcseO2d
2023-02-23,"Peso Pluma, Natanael Cano",PRC,15717952,31,4,False,spotify:track:2mpoNBkngUEwnaKoBhZ0vl
2023-02-23,Feid,Feliz Cumpleaños Ferxxo,15699791,32,27,False,spotify:track:2CeKVsFFXG4QzA415QygGb
2023-02-23,"The Weeknd, Daft Punk",Starboy,15601507,33,125,False,spotify:track:7MXVkk9YMctZqd1Srtv4MB
2023-02-23,SZA,Snooze,15316001,34,9,False,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2
2023-02-23,"Fuerza Regida, Grupo Frontera",Bebe Dame,15201406,35,8,False,spotify:track:0IKeDy5bT9G0bA7ZixRT4A
2023-02-23,Eminem,Mockingbird,15196907,36,19,False,spotify:track:561jH07mF1jHuk7KlaeF0s
2023-02-23,"KAROL G, Romeo Santos",X SI VOLVEMOS,15004129,37,3,False,spotify:track:3Zyk5Vd9WNPNVWxvb0EZTk
2023-02-23,Imagine Dragons,Bones,14815289,38,50,False,spotify:track:54ipXppHLA8U4yqpOFTUhr
2023-02-23,"Drake, 21 Savage",Rich Flex,14646592,39,16,False,spotify:track:1bDbXMyjaUIooNwFE9wn0N
2023-02-23,"Bad Bunny, Chencho Corleone",Me Porto Bonito,14622515,40,42,False,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx
2023-02-23,Morgan Wallen,Last Night,14516966,41,3,False,spotify:track:59uQI0PADDKeE6UZDTJEe8
2023-02-23,Meghan Trainor,Made You Look,14370739,42,18,False,spotify:track:0QHEIqNKsMoOY5urbzN48u
2023-02-23,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],14105427,43,12,False,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j
2023-02-23,d4vd,Romantic Homicide,13849720,44,25,False,spotify:track:1xK59OXxi2TAAAbmZK0kBL
2023-02-23,Quevedo,PUNTO G,13719940,45,16,False,spotify:track:4WiQA1AGWHFvaxBU6bHghs
2023-02-23,"Carín León, Grupo Frontera",Que Vuelvas,13487827,46,8,False,spotify:track:6Um358vY92UBv5DloTRX9L
2023-02-23,The Neighbourhood,Sweater Weather,13430532,47,130,False,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
2023-02-23,Chris Brown,Under The Influence,13325722,48,31,False,spotify:track:5IgjP7X4th6nMNDh4akUHb
2023-02-23,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),13077399,49,85,False,spotify:track:567e29TDzLwZwfDuEpGTwo
2023-02-23,Beyoncé,CUFF IT,12993495,50,27,False,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS
2023-02-23,"LiL CaKe, Migrantes, Nico Valdi",MERCHO,12879888,51,4,False,spotify:track:1DxEbt6OSbrkRthk6pjZue
2023-02-23,Libianca,People,12876746,52,6,False,spotify:track:26b3oVLrRUaaybJulow9kz
2023-02-23,Feid,CHORRITO PA LAS ANIMAS,12731444,53,9,False,spotify:track:0CYTGMBYkwUxrj1MWDLrC5
2023-02-23,Bad Bunny,Tití Me Preguntó,12655670,54,42,False,spotify:track:1IHWl5LamUGEuP4ozKQSXZ
2023-02-23,The Weeknd,Blinding Lights,12615575,55,169,False,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
2023-02-23,"Tiësto, Tate McRae",10:35,12558702,56,10,False,spotify:track:6BePGk3eCan4FqaW2X8Qy3
2023-02-23,Steve Lacy,Bad Habit,12458884,57,33,False,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy
2023-02-23,"Oliver Tree, Robin Schulz",Miss You - Bonus Track,12456173,58,20,False,spotify:track:73vIOb4Q7YN6HeJTbscRx5
2023-02-23,"Rihanna, Calvin Harris",We Found Love,12397140,59,2,False,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1
2023-02-23,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,12387101,60,1,False,spotify:track:0FA4wrjDJvJTTU8AepZTup
2023-02-23,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,12215654,61,42,False,spotify:track:3k3NWokhRRkEPhCzPmV8TW
2023-02-23,Marília Mendonça,Leão,12166763,62,8,False,spotify:track:2K9kZpwD2CzTa6iiSYYOoO
2023-02-23,"Ñengo Flow, Bad Bunny",Gato de Noche,11795292,63,9,False,spotify:track:54ELExv56KCAB4UP9cOCzC
2023-02-23,Glass Animals,Heat Waves,11794385,64,113,False,spotify:track:02MWAaffLxlfxAUY7c5dvx
2023-02-23,Rosa Linn,SNAP,11667334,65,33,False,spotify:track:6zJejIfVYLgjud3lTk4DLB
2023-02-23,Central Cee,LET GO,11559919,66,10,False,spotify:track:3zkyus0njMCL6phZmNNEeN
2023-02-23,Bad Bunny,Efecto,11418956,67,42,False,spotify:track:5Eax0qFko2dh7Rl2lYs3bx
2023-02-23,"Oscar Maydon, Junior H",Fin de Semana,11070308,68,6,False,spotify:track:6TBzRwnX2oYd8aOrOuyK1p
2023-02-23,Stephen Sanchez,Until I Found You,10643251,69,42,False,spotify:track:6VhuP99TE6gYNQRJIlAWFD
2023-02-23,ROSALÍA,DESPECHÁ,10598135,70,30,False,spotify:track:53tfEupEzQRtVFOeZvk7xq
2023-02-23,Mahalini,Sial,10573564,71,2,False,spotify:track:6dXiWwFrcGieqnoLYzPNp5
2023-02-23,Niall Horan,Heaven,10521031,72,1,False,spotify:track:1yHVHoz6Ny29gbbWJYVnFt
2023-02-23,"KAROL G, Ovy On The Drums",CAIRO,10511600,73,14,False,spotify:track:6WbAhuwE6fCOriBu5786X1
2023-02-23,Joji,Glimpse of Us,10338629,74,37,False,spotify:track:4ewazQLXFTDC8XvCbhvtXs
2023-02-23,Chino Pacas,El Gordo Trae El Mando,10303460,75,2,False,spotify:track:3kf0WdFOalKWBkCCLJo4mA
2023-02-23,Kaifi Khalil,Kahani Suno 2.0,10265156,76,3,False,spotify:track:4VsP4Dm8gsibRxB5I2hEkw
2023-02-23,NF,HOPE,10262206,77,1,False,spotify:track:12cZWGf5ZgLcKubEW9mx5q
2023-02-23,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,10197953,78,80,False,spotify:track:6JIC3hbC28JZKZ8AlAqX8h
2023-02-23,"Rihanna, JAŸ-Z",Umbrella,10149204,79,2,False,spotify:track:2yPoXCs7BSIUrucMdK5PzV
2023-02-23,Ruth B.,Dandelions,10108305,80,80,False,spotify:track:2eAvDnpXP5W0cVtiI0PUxV
2023-02-23,The Kid LAROI,LOVE AGAIN,10094226,81,4,False,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ
2023-02-23,King,Maan Meri Jaan,10067419,82,14,False,spotify:track:1418IuVKQPTYqt7QNJ9RXN
2023-02-23,"The Weeknd, Gesaffelstein",I Was Never There,10047381,83,38,False,spotify:track:1cKHdTo9u0ZymJdPGSh6nq
2023-02-23,Sabrina Carpenter,Nonsense,9983875,84,6,False,spotify:track:6dgUya35uo964z7GZXM07g
2023-02-23,Lazza,CENERE,9921918,85,2,False,spotify:track:0mHC3BK9vFGoEU0EcGPWRZ
2023-02-23,Bruno Mars,When I Was Your Man,9874628,86,26,False,spotify:track:0B7wvvmu9EISAwZnOpjhNI
2023-02-23,Lizzy McAlpine,ceilings,9862074,87,1,False,spotify:track:2L9N0zZnd37dwF0clgxMGI
2023-02-23,SZA,Low,9826275,88,11,False,spotify:track:2GAhgAjOhEmItWLfgisyOn
2023-02-23,Linkin Park,Lost,9775477,89,2,False,spotify:track:373gDROnujxNTFa1FojYIl
2023-02-23,Ed Sheeran,Perfect,9748403,90,310,False,spotify:track:0tgVpDi06FyKpA1z0VMD4v
2023-02-23,J. Cole,No Role Modelz,9726091,91,83,False,spotify:track:68Dni7IE4VyPkTOH9mRWHr
2023-02-23,Lady Gaga,Bloody Mary,9604941,92,13,False,spotify:track:11BKm0j4eYoCPPpCONAVwA
2023-02-23,Rihanna,Love On The Brain,9579335,93,31,False,spotify:track:5oO3drDxtziYU2H1X23ZIp
2023-02-23,Arctic Monkeys,505,9570274,94,60,False,spotify:track:58ge6dfP91o9oXMzq3XkIS
2023-02-23,Taylor Swift,Lavender Haze,9547881,95,18,False,spotify:track:5jQI2r1RdgtuT8S3iG8zFC
2023-02-23,ThxSoMch,SPIT IN MY FACE!,9505302,96,15,False,spotify:track:1N8TTK1Uoy7UvQNUazfUt5
2023-02-23,Lana Del Rey,A&W,9466245,97,1,False,spotify:track:1wTopxO5eQBpxrBXPSbsUn
2023-02-23,Feid,Normal,9453935,98,29,False,spotify:track:0T2pB7P1VdXPhLdQZ488uH
2023-02-23,Eminem,Without Me,9450373,99,74,False,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk
2023-02-23,New West,Those Eyes,9442361,100,8,False,spotify:track:50x1Ic8CaXkYNvjmxe3WXy
2023-02-23,The Weeknd,Save Your Tears,9425092,101,116,False,spotify:track:5QO79kh1waicV47BqGRL3g
2023-02-23,Harry Styles,Late Night Talking,9414660,102,40,False,spotify:track:1qEmFfgcLObUfQm0j1W2CK
2023-02-23,INTERWORLD,METAMORPHOSIS,9409316,103,10,False,spotify:track:2ksyzVfU0WJoBpu8otr4pz
2023-02-23,Zé Felipe,Facilita Aí,9354168,104,2,False,spotify:track:4bT4Gbs7FA4cLyZeKtlGVO
2023-02-23,"Billie Eilish, Khalid",lovely (with Khalid),9299731,105,253,False,spotify:track:0u2P5u6lvoDfwTYjAADbn4
2023-02-23,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,9243391,106,17,False,spotify:track:6sCvvleqKbeyOkQDieBYgp
2023-02-23,"Cris MJ, Duki, Nicki Nicole, Standly, Stars Music Chile",Marisola (Remix),9243131,107,9,False,spotify:track:0NO2zL0kw8sGGnaMvHKAZF
2023-02-23,"Fuerza Regida, Natanael Cano",Ch y la Pizza,9203185,108,5,False,spotify:track:0UbesRsX2TtiCeamOIVEkp
2023-02-23,Coldplay,Viva La Vida,9199177,109,26,False,spotify:track:1mea3bSkSGXuIRvnydlB5b
2023-02-23,"Quevedo, Myke Towers",PLAYA DEL INGLÉS,9060105,111,10,False,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T
2023-02-23,Harry Styles,Watermelon Sugar,9037505,112,171,False,spotify:track:6UelLqGlWMcVH1E5c4H7lY
2023-02-23,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,9036170,113,15,False,spotify:track:4o6v3Oooyt7HF20idztRD4
2023-02-23,KAROL G,PROVENZA,9026567,114,44,False,spotify:track:7dSZ6zGTQx66c2GF91xCrb
2023-02-23,Coldplay,Yellow,9000228,115,114,False,spotify:track:3AJwUDP919kvQ9QcozQPxg
2023-02-23,Tory Lanez,The Color Violet,8980016,116,8,False,spotify:track:3azJifCSqg9fRij2yKIbWz
2023-02-23,NewJeans,Hype Boy,8962839,117,21,False,spotify:track:0a4MMyCrzT0En247IhqZbD
2023-02-23,Grupo Frontera,NO SE VA - En Vivo,8960131,118,22,False,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX
2023-02-23,Rihanna,Diamonds,8867033,119,2,False,spotify:track:1z9kQ14XBSN0r2v6fx4IdG
2023-02-23,Lewis Capaldi,Someone You Loved,8851839,120,215,False,spotify:track:7qEHsqek33rTcFNT9PFqLf
2023-02-23,Adele,Easy On Me,8817756,121,71,False,spotify:track:46IZ0fSY2mpAiktS3KOqds
2023-02-23,TINI,Cupido,8802704,122,1,False,spotify:track:04ndZkbKGthTgYSv3xS7en
2023-02-23,"The Weeknd, Lana Del Rey",Stargirl Interlude,8792555,123,30,False,spotify:track:5gDWsRxpJ2lZAffh5p7K0w
2023-02-23,"Grupo Marca Registrada, Grupo Frontera",Di Que Si,8739643,124,1,False,spotify:track:0kzN7YAMSbmlHOvxlbQW9y
2023-02-23,SZA,Nobody Gets Me,8693417,125,11,False,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm
2023-02-23,Sia,Unstoppable,8639958,126,54,False,spotify:track:2J2Z1SkXYghSajLibnQHOa
2023-02-23,"Shakira, Ozuna",Monotonía,8589162,127,18,False,spotify:track:6G12ZafqofSq7YtrMqUm76
2023-02-23,Superstar Pride,PAINTING PICTURES,8561434,128,1,False,spotify:track:7oLKoGzQVwjZ91AzCn560T
2023-02-23,Imagine Dragons,Believer,8548787,129,316,False,spotify:track:0pqnGHJpmpxLKifKRmU6WP
2023-02-23,Kordhell,Murder In My Mind,8545204,130,28,False,spotify:track:6qyS9qBy0mEk3qYaH8mPss
2023-02-23,Fujii Kaze,Shinunoga E-Wa,8494701,131,25,False,spotify:track:0o9zmvc5f3EFApU52PPIyW
2023-02-23,"Rauw Alejandro, Lyanno, Brray",LOKERA,8442885,132,28,False,spotify:track:1aUq8rjW1EwkAkMri4VfJy
2023-02-23,Ed Sheeran,Shivers,8439810,133,76,False,spotify:track:3xWGA8pa0IKFI7IMPri4P0
2023-02-23,Cigarettes After Sex,Apocalypse,8426683,134,33,False,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5
2023-02-23,Eminem,The Real Slim Shady,8423035,135,90,False,spotify:track:3yfqSUWxFvZELEM4PmlwIR
2023-02-23,Taylor Swift,Blank Space,8417235,136,63,False,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g
2023-02-23,Rihanna,Only Girl (In The World),8403900,137,2,False,spotify:track:2ENexcMEMsYk0rVJigVD3i
2023-02-23,Quevedo,VISTA AL MAR,8352996,138,24,False,spotify:track:5q86iSKkBtOoNkdgEDY5WV
2023-02-23,One Direction,Night Changes,8352000,139,38,False,spotify:track:5O2P9iiztwhomNh8xkR9lJ
2023-02-23,Bad Bunny,Neverita,8343424,140,42,False,spotify:track:31i56LZnwE6uSu3exoHjtB
2023-02-23,Quevedo,WANDA,8309239,141,4,False,spotify:track:0Iozrbed8spxoBnmtBMshO
2023-02-23,"AgroPlay, Ana Castela",Nosso Quadro,8276916,142,1,False,spotify:track:4uqJelb9THHmJ3OCohg4ZJ
2023-02-23,The Weeknd,Call Out My Name,8274888,143,70,False,spotify:track:09mEdoA6zrmBPgTEN5qXmN
2023-02-23,"Yuridia, Ángela Aguilar",Qué Agonía,8249870,144,10,False,spotify:track:4H6o1bxKRGzmsE0vzo968m
2023-02-23,Zach Bryan,Something in the Orange,8248065,145,24,False,spotify:track:3WMj8moIAXJhHsyLaqIIHI
2023-02-23,Lizzo,About Damn Time,8239527,146,41,False,spotify:track:6HMtHNpW6YPi1hrw9tgF8P
2023-02-23,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),8227015,147,38,False,spotify:track:0O6u0VJ46W86TxN9wgyqDj
2023-02-23,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),8217595,148,36,False,spotify:track:3F5CgOj3wFlRv51JsHbxhe
2023-02-23,"Eminem, Dina Rae",Superman,8213607,149,21,False,spotify:track:4woTEX1wYOTGDqNXuavlRC
2023-02-23,"Mora, Feid",LA INOCENTE,8211339,150,31,False,spotify:track:5jt25aFjW2kNoBqaEVaz5W
2023-02-23,Vance Joy,Riptide,8207257,151,106,False,spotify:track:7yq4Qj7cqayVTp3FF9CWbm
2023-02-23,Rihanna,Bitch Better Have My Money,8193967,152,2,False,spotify:track:0NTMtAO2BV4tnGvw9EgBVq
2023-02-23,Lana Del Rey,Summertime Sadness,8171777,153,28,False,spotify:track:1FEiijYPJtyswChfcpv3p0
2023-02-23,Mae Stephens,If We Ever Broke Up,8129745,154,1,False,spotify:track:6maTPqynTmrkWIralgGaoP
2023-02-23,Steve Lacy,Dark Red,8110419,155,81,False,spotify:track:3EaJDYHA0KnX88JvDhL9oa
2023-02-23,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),8083767,156,35,False,spotify:track:5Odq8ohlgIbQKMZivbWkEo
2023-02-23,James Arthur,Say You Won't Let Go,8051167,157,275,False,spotify:track:5uCax9HTNlzGybIStD3vDh
2023-02-23,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,7994634,158,93,False,spotify:track:1oFAF1hdPOickyHgbuRjyX
2023-02-23,Yng Lvcas,La Bebe,7989823,159,2,False,spotify:track:6odrHMSLjP3aOXC4ipKUC6
2023-02-23,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),7982786,160,22,False,spotify:track:38T0tPVZHcPZyhtOcCP7pF
2023-02-23,The Weeknd,The Hills,7973449,161,77,False,spotify:track:7fBv7CLKzipRk6EC6TWHOB
2023-02-23,Raim Laode,Komang,7960809,162,1,False,spotify:track:19GVttbvglsRrRB8FGGM05
2023-02-23,The Walters,I Love You So,7943308,163,72,False,spotify:track:4SqWKzw0CbA05TGszDgMlc
2023-02-23,The Weeknd,Reminder,7933327,164,11,False,spotify:track:37F0uwRSrdzkBiuj0D5UHI
2023-02-23,beabadoobee,Glue Song,7914985,165,1,False,spotify:track:3iBgrkexCzVuPy4O9vx7Mf
2023-02-23,Beach Weather,"Sex, Drugs, Etc.",7913327,166,28,False,spotify:track:7DbdUf8aHSYoliSjO6LZv6
2023-02-23,Bad Bunny,Moscow Mule,7887758,168,42,False,spotify:track:6Xom58OOXk2SoU711L2IXO
2023-02-23,OneRepublic,Counting Stars,7877678,169,97,False,spotify:track:2tpWsVSb9UEmDRxAl1zhX1
2023-02-23,Adele,Set Fire to the Rain,7863859,170,11,False,spotify:track:7j4OmvkjRz0PrjFADlHfQx
2023-02-23,"Coldplay, BTS",My Universe,7863290,171,67,False,spotify:track:46HNZY1i7O6jwTA7Slo2PI
2023-02-23,LE SSERAFIM,ANTIFRAGILE,7861586,172,18,False,spotify:track:4fsQ0K37TOXa3hEQfjEic1
2023-02-23,Mac DeMarco,Heart To Heart,7819000,173,6,False,spotify:track:7EAMXbLcL0qXmciM5SwMh2
2023-02-23,Rema,Calm Down,7800557,174,33,False,spotify:track:3BnDvpeuGOj21Ir2aVEtQo
2023-02-23,Arctic Monkeys,Do I Wanna Know?,7781542,175,75,False,spotify:track:5FVd6KXrgO9B3JPmC8OPst
2023-02-23,Eminem,Lose Yourself,7768783,176,111,False,spotify:track:1v7L65Lzy0j0vdpRjJewt1
2023-02-23,"Sam Smith, Calvin Harris, Jessie Reyez",I'm Not Here To Make Friends,7768464,177,4,False,spotify:track:3i0FkJYlU4MFfYkjFHXXAM
2023-02-23,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,7763246,178,69,False,spotify:track:3CIyK1V4JEJkg02E4EJnDl
2023-02-23,"Rihanna, Mikky Ekko",Stay,7757767,179,2,False,spotify:track:789CxjEOtO76BVD1A9yJQH
2023-02-23,"J Balvin, Bad Bunny",LA CANCIÓN,7745579,180,105,False,spotify:track:0fea68AdmYNygeTGI4RC18
2023-02-23,Ed Sheeran,Shape of You,7664808,181,305,False,spotify:track:7qiZfU4dY1lWllzX7mPBI3
2023-02-23,BLACKPINK,Shut Down,7652039,182,23,False,spotify:track:7gRFDGEzF9UkBV233yv2dc
2023-02-23,Justin Bieber,Ghost,7624151,183,75,False,spotify:track:6I3mqTwhRpn34SLVafSH7G
2023-02-23,Arctic Monkeys,Why'd You Only Call Me When You're High?,7560995,184,66,False,spotify:track:086myS9r57YsLbJpU0TgK9
2023-02-23,"Wisin & Yandel, ROSALÍA",Besos Moja2,7547050,185,21,False,spotify:track:6OzUIp8KjuwxJnCWkXp1uL
2023-02-23,SZA,Shirt,7540080,186,17,False,spotify:track:2wSTnntOPRi7aQneobFtU4
2023-02-23,Conan Gray,Heather,7512384,187,135,False,spotify:track:4xqrdfXkTW4T0RauPLv3WA
2023-02-23,ROSALÍA,LLYLM,7500488,188,4,False,spotify:track:2SiAcexM2p1yX6joESbehd
2023-02-23,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,7491727,189,222,False,spotify:track:0RiRZpuVRbi7oqRdSMwhQY
2023-02-23,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),7479677,190,110,False,spotify:track:7ef4DlsgrMEH11cDZd32M6
2023-02-23,Miguel,Sure Thing - Sped Up,7464351,191,1,False,spotify:track:559SdaPI7mqy9IQiscuaMj
2023-02-23,Hotel Ugly,Shut up My Moms Calling,7436367,192,14,False,spotify:track:3hxIUxnT27p5WcmjGUXNwx
2023-02-23,XXXTENTACION,Revenge,7385310,193,51,False,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW
2023-02-23,Imagine Dragons,Demons,7376049,194,16,False,spotify:track:5qaEfEh1AtSdrdrByCP7qR
2023-02-23,Ayra Starr,Rush,7369006,195,2,False,spotify:track:1xs8bOvm3IzEYmcLJVOc34
2023-02-23,"Coolio, L.V.",Gangsta's Paradise,7328167,196,65,False,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p
2023-02-23,"Nicky Youre, hey daisy",Sunroof,7308407,197,42,False,spotify:track:4h4QlmocP3IuwYEj2j14p8
2023-02-23,Keane,Somewhere Only We Know,7271570,198,19,False,spotify:track:0ll8uFnc0nANY35E0Lfxvg
2023-02-23,Sam Smith,I'm Not The Only One,7248047,199,26,False,spotify:track:5QM0SsyzmBM0pbFY52Xj1X
2023-02-23,Beach House,Space Song,7242499,200,21,False,spotify:track:7H0ya83CMmgFcOhw0UB6ow
2023-03-30,Miley Cyrus,Flowers,45922865,1,11,False,spotify:track:4DHcnVTT87F0zZhRPYmZ3B
2023-03-30,"KAROL G, Shakira",TQG,39309877,2,5,False,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf
2023-03-30,SZA,Kill Bill,37595052,3,16,False,spotify:track:1Qrg8KqiBpW07V7PNxwwwL
2023-03-30,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,31883306,4,8,False,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv
2023-03-30,"ROSALÍA, Rauw Alejandro",BESO,30932834,5,1,True,spotify:track:609E1JCInJncactoMmkDon
2023-03-30,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,29312383,6,5,False,spotify:track:4W4fNrZYkobj539TOWsLO2
2023-03-30,Harry Styles,As It Was,27769224,7,52,False,spotify:track:4Dvkj6JhhA12EX05fT7y2e
2023-03-30,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53/66",26459772,8,12,False,spotify:track:4nrPB8O7Y7wsOCJdgXkthe
2023-03-30,"Eslabon Armado, Peso Pluma",Ella Baila Sola,26380972,9,2,True,spotify:track:3dnP0JxCgygwQH9Gm7q7nb
2023-03-30,"Yng Lvcas, Peso Pluma",La Bebe - Remix,26323157,10,2,True,spotify:track:2UW7JaomAMuX9pZrjVpHAU
2023-03-30,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),26073044,11,17,False,spotify:track:2dHHgzDwk4BJdRwy9uXhTO
2023-03-30,"Yandel, Feid",Yandel 150,25899654,12,12,False,spotify:track:4FAKtPVycI4DxoOHC01YqD
2023-03-30,"Eladio Carrion, Bad Bunny",Coco Chanel,25218653,13,2,False,spotify:track:0PB0O24JqAuNdOAFVJljMS
2023-03-30,"Rema, Selena Gomez",Calm Down (with Selena Gomez),23869716,14,31,False,spotify:track:0WtM2NBVQNNJLh6scP13H8
2023-03-30,Jimin,Like Crazy,23325668,15,1,False,spotify:track:3Ua0m0YmEjrMi9XErKcNiR
2023-03-30,Taylor Swift,All Of The Girls You Loved Before,22778018,16,2,False,spotify:track:4P9Q0GojKVXpRTJCaL3kyy
2023-03-30,Taylor Swift,Anti-Hero,21032021,17,23,False,spotify:track:0V3wPSX9ygBnCm8psDIegu
2023-03-30,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),20534455,18,27,False,spotify:track:0NZPBYD5qbEWRs3PrGiRkT
2023-03-30,Jimin,Set Me Free Pt.2,20277246,19,2,False,spotify:track:59hBR0BCtJsfIbV9VzCVAp
